"node_id","owner_kind","owner_id","target_skill_id","node_kind","handler_id","sort_order","enabled_by_default","requires_active_choice_id","excludes_active_choice_id","requires_passive_skill_id","excludes_passive_skill_id","runtime_support_state","runtime_support_notes"
"ariel-c-blessing-action-default-effect-lifetime","Effect","ariel-c-blessing-action-default","ariel-c","Action","EffectLifetime","14","","","","","","",""
"ariel-c-blessing-action-default-status-action-speed-bonus","Effect","ariel-c-blessing-action-default","ariel-c","Action","StatusActionSpeedBonus","15","","","","","","",""
"ariel-c-blessing-action-trait3-apply-status","Effect","ariel-c-blessing-action-trait3","ariel-c","Action","ApplyStatus","11","","","","","","MigratedToEffectBinding",""
"ariel-c-blessing-action-trait3-effect-target","Effect","ariel-c-blessing-action-trait3","ariel-c","Action","EffectTarget","12","","","","","","",""
"ariel-c-blessing-action-trait3-effect-visual","Effect","ariel-c-blessing-action-trait3","ariel-c","Action","EffectVisual","13","","","","","","",""
"ariel-c-blessing-action-trait3-effect-lifetime","Effect","ariel-c-blessing-action-trait3","ariel-c","Action","EffectLifetime","15","","","","","","",""
"ariel-c-blessing-action-trait3-status-action-speed-bonus","Effect","ariel-c-blessing-action-trait3","ariel-c","Action","StatusActionSpeedBonus","16","","","","","","",""
"ariel-c-blessing-action-trait2-apply-status","Effect","ariel-c-blessing-action-trait2","ariel-c","Action","ApplyStatus","12","","","","","","MigratedToEffectBinding",""
"ariel-c-blessing-action-trait2-effect-target","Effect","ariel-c-blessing-action-trait2","ariel-c","Action","EffectTarget","13","","","","","","",""
"ariel-c-blessing-action-trait2-effect-lifetime","Effect","ariel-c-blessing-action-trait2","ariel-c","Action","EffectLifetime","16","","","","","","",""
"ariel-c-blessing-action-trait2-status-action-speed-bonus","Effect","ariel-c-blessing-action-trait2","ariel-c","Action","StatusActionSpeedBonus","17","","","","","","",""
"ariel-c-blessing-action-trait2-trait3-apply-status","Effect","ariel-c-blessing-action-trait2-trait3","ariel-c","Action","ApplyStatus","13","","","","","","MigratedToEffectBinding",""
"ariel-c-blessing-action-trait2-trait3-effect-target","Effect","ariel-c-blessing-action-trait2-trait3","ariel-c","Action","EffectTarget","14","","","","","","",""
"ariel-c-blessing-action-trait2-trait3-effect-lifetime","Effect","ariel-c-blessing-action-trait2-trait3","ariel-c","Action","EffectLifetime","17","","","","","","",""
"ariel-c-blessing-action-trait2-trait3-status-action-speed-bonus","Effect","ariel-c-blessing-action-trait2-trait3","ariel-c","Action","StatusActionSpeedBonus","18","","","","","","",""
"ariel-c-blessing-action-h-trait3-apply-status","Effect","ariel-c-blessing-action-h-trait3","ariel-c","Action","ApplyStatus","14","","","","","","MigratedToEffectBinding",""
"ariel-c-blessing-action-h-trait3-effect-target","Effect","ariel-c-blessing-action-h-trait3","ariel-c","Action","EffectTarget","15","","","","","","",""
"ariel-c-blessing-action-h-trait3-effect-visual","Effect","ariel-c-blessing-action-h-trait3","ariel-c","Action","EffectVisual","16","","","","","","",""
"ariel-c-blessing-action-h-trait3-effect-lifetime","Effect","ariel-c-blessing-action-h-trait3","ariel-c","Action","EffectLifetime","18","","","","","","",""
"ariel-c-blessing-action-h-trait3-status-action-speed-bonus","Effect","ariel-c-blessing-action-h-trait3","ariel-c","Action","StatusActionSpeedBonus","19","","","","","","",""
"ariel-c-shielded-holy-trait5-apply-status","Effect","ariel-c-shielded-holy-trait5","ariel-c","Action","ApplyStatus","14","","ariel-c-trait-5","","","","RuntimeImplemented",""
"ariel-c-shielded-holy-trait5-effect-target","Effect","ariel-c-shielded-holy-trait5","ariel-c","Action","EffectTarget","15","","","","","","",""
"ariel-c-shielded-holy-trait5-condition-status","Effect","ariel-c-shielded-holy-trait5","ariel-c","Action","ConditionStatus","17","","","","","","",""
"ariel-c-shielded-holy-trait5-effect-lifetime","Effect","ariel-c-shielded-holy-trait5","ariel-c","Action","EffectLifetime","18","","","","","","",""
"ariel-c-shielded-holy-trait5-status-damage-bonus-rate","Effect","ariel-c-shielded-holy-trait5","ariel-c","Action","StatusDamageBonusRate","19","","","","","","",""
"ariel-c-blessing-action-trait3-h-trait3-apply-status","Effect","ariel-c-blessing-action-trait3-h-trait3","ariel-c","Action","ApplyStatus","15","","","","","","MigratedToEffectBinding",""
"ariel-c-blessing-action-trait3-h-trait3-effect-target","Effect","ariel-c-blessing-action-trait3-h-trait3","ariel-c","Action","EffectTarget","16","","","","","","",""
"ariel-c-blessing-action-trait3-h-trait3-effect-visual","Effect","ariel-c-blessing-action-trait3-h-trait3","ariel-c","Action","EffectVisual","17","","","","","","",""
"ariel-c-blessing-action-trait3-h-trait3-effect-lifetime","Effect","ariel-c-blessing-action-trait3-h-trait3","ariel-c","Action","EffectLifetime","19","","","","","","",""
"ariel-c-blessing-action-trait3-h-trait3-status-action-speed-bonus","Effect","ariel-c-blessing-action-trait3-h-trait3","ariel-c","Action","StatusActionSpeedBonus","20","","","","","","",""
"ariel-c-shielded-holy-trait5-trait3-apply-status","Effect","ariel-c-shielded-holy-trait5-trait3","ariel-c","Action","ApplyStatus","15","","","","","","MigratedToEffectBinding",""
"ariel-c-shielded-holy-trait5-trait3-effect-target","Effect","ariel-c-shielded-holy-trait5-trait3","ariel-c","Action","EffectTarget","16","","","","","","",""
"ariel-c-shielded-holy-trait5-trait3-condition-status","Effect","ariel-c-shielded-holy-trait5-trait3","ariel-c","Action","ConditionStatus","18","","","","","","",""
"ariel-c-shielded-holy-trait5-trait3-effect-lifetime","Effect","ariel-c-shielded-holy-trait5-trait3","ariel-c","Action","EffectLifetime","19","","","","","","",""
"ariel-c-shielded-holy-trait5-trait3-status-damage-bonus-rate","Effect","ariel-c-shielded-holy-trait5-trait3","ariel-c","Action","StatusDamageBonusRate","20","","","","","","",""
"ariel-c-blessing-action-trait2-h-trait3-apply-status","Effect","ariel-c-blessing-action-trait2-h-trait3","ariel-c","Action","ApplyStatus","16","","","","","","MigratedToEffectBinding",""
"ariel-c-blessing-action-trait2-h-trait3-effect-target","Effect","ariel-c-blessing-action-trait2-h-trait3","ariel-c","Action","EffectTarget","17","","","","","","",""
"ariel-c-blessing-action-trait2-h-trait3-effect-lifetime","Effect","ariel-c-blessing-action-trait2-h-trait3","ariel-c","Action","EffectLifetime","20","","","","","","",""
"ariel-c-blessing-action-trait2-h-trait3-status-action-speed-bonus","Effect","ariel-c-blessing-action-trait2-h-trait3","ariel-c","Action","StatusActionSpeedBonus","21","","","","","","",""
"ariel-c-blessing-action-trait2-trait3-h-trait3-apply-status","Effect","ariel-c-blessing-action-trait2-trait3-h-trait3","ariel-c","Action","ApplyStatus","17","","","","","","MigratedToEffectBinding",""
"ariel-c-blessing-action-trait2-trait3-h-trait3-effect-target","Effect","ariel-c-blessing-action-trait2-trait3-h-trait3","ariel-c","Action","EffectTarget","18","","","","","","",""
"ariel-c-blessing-action-trait2-trait3-h-trait3-effect-lifetime","Effect","ariel-c-blessing-action-trait2-trait3-h-trait3","ariel-c","Action","EffectLifetime","21","","","","","","",""
"ariel-c-blessing-action-trait2-trait3-h-trait3-status-action-speed-bonus","Effect","ariel-c-blessing-action-trait2-trait3-h-trait3","ariel-c","Action","StatusActionSpeedBonus","22","","","","","","",""
"ariel-c-master1-spell-apply-status","Effect","ariel-c-master1-spell","ariel-c","Action","ApplyStatus","20","","ariel-c-master-1","","","","RuntimeImplemented",""
"ariel-c-master1-spell-effect-target","Effect","ariel-c-master1-spell","ariel-c","Action","EffectTarget","21","","","","","","",""
"ariel-c-master1-spell-effect-visual","Effect","ariel-c-master1-spell","ariel-c","Action","EffectVisual","22","","","","","","",""
"ariel-c-master1-spell-effect-lifetime","Effect","ariel-c-master1-spell","ariel-c","Action","EffectLifetime","24","","","","","","",""
"ariel-c-master1-spell-status-spell-power-bonus","Effect","ariel-c-master1-spell","ariel-c","Action","StatusSpellPowerBonus","25","","","","","","",""
"ariel-c-master1-spell-trait3-apply-status","Effect","ariel-c-master1-spell-trait3","ariel-c","Action","ApplyStatus","21","","","","","","MigratedToEffectBinding",""
"ariel-c-master1-spell-trait3-effect-target","Effect","ariel-c-master1-spell-trait3","ariel-c","Action","EffectTarget","22","","","","","","",""
"ariel-c-master1-spell-trait3-effect-visual","Effect","ariel-c-master1-spell-trait3","ariel-c","Action","EffectVisual","23","","","","","","",""
"ariel-c-master1-spell-trait3-effect-lifetime","Effect","ariel-c-master1-spell-trait3","ariel-c","Action","EffectLifetime","25","","","","","","",""
"ariel-c-master1-spell-trait3-status-spell-power-bonus","Effect","ariel-c-master1-spell-trait3","ariel-c","Action","StatusSpellPowerBonus","26","","","","","","",""
"ariel-c-master2-second-wave-effect-damage","Effect","ariel-c-master2-second-wave","ariel-c","Action","EffectDamage","30","","ariel-c-master-2","","","","RuntimeImplemented",""
"ariel-c-master2-second-wave-effect-target","Effect","ariel-c-master2-second-wave","ariel-c","Action","EffectTarget","31","","","","","","",""
"ariel-c-master2-second-wave-effect-visual","Effect","ariel-c-master2-second-wave","ariel-c","Action","EffectVisual","32","","","","","","",""
"ariel-e-shield-base-apply-shield","Effect","ariel-e-shield-base","ariel-e","Action","ApplyShield","10","","","","","","RuntimeImplemented",""
"ariel-e-shield-base-effect-target","Effect","ariel-e-shield-base","ariel-e","Action","EffectTarget","11","","","","","","",""
"ariel-e-shield-base-effect-visual","Effect","ariel-e-shield-base","ariel-e","Action","EffectVisual","12","","","","","","",""
"ariel-e-shield-base-effect-lifetime","Effect","ariel-e-shield-base","ariel-e","Action","EffectLifetime","14","","","","","","",""
"ariel-e-shield-trait2-apply-shield","Effect","ariel-e-shield-trait2","ariel-e","Action","ApplyShield","11","","","","","","MigratedToEffectBinding",""
"ariel-e-shield-trait2-effect-target","Effect","ariel-e-shield-trait2","ariel-e","Action","EffectTarget","12","","","","","","",""
"ariel-e-shield-trait2-effect-visual","Effect","ariel-e-shield-trait2","ariel-e","Action","EffectVisual","13","","","","","","",""
"ariel-e-shield-trait2-effect-lifetime","Effect","ariel-e-shield-trait2","ariel-e","Action","EffectLifetime","15","","","","","","",""
"ariel-e-shield-master2-apply-shield","Effect","ariel-e-shield-master2","ariel-e","Action","ApplyShield","12","","","","","","MigratedToEffectBinding",""
"ariel-e-shield-master2-effect-target","Effect","ariel-e-shield-master2","ariel-e","Action","EffectTarget","13","","","","","","",""
"ariel-e-shield-master2-effect-visual","Effect","ariel-e-shield-master2","ariel-e","Action","EffectVisual","14","","","","","","",""
"ariel-e-shield-master2-effect-lifetime","Effect","ariel-e-shield-master2","ariel-e","Action","EffectLifetime","16","","","","","","",""
"ariel-e-shield-trait2-master2-apply-shield","Effect","ariel-e-shield-trait2-master2","ariel-e","Action","ApplyShield","13","","","","","","MigratedToEffectBinding",""
"ariel-e-shield-trait2-master2-effect-target","Effect","ariel-e-shield-trait2-master2","ariel-e","Action","EffectTarget","14","","","","","","",""
"ariel-e-shield-trait2-master2-effect-visual","Effect","ariel-e-shield-trait2-master2","ariel-e","Action","EffectVisual","15","","","","","","",""
"ariel-e-shield-trait2-master2-effect-lifetime","Effect","ariel-e-shield-trait2-master2","ariel-e","Action","EffectLifetime","17","","","","","","",""
"ariel-e-holy-exposed-damage-trait4-effect-damage","Effect","ariel-e-holy-exposed-damage-trait4","ariel-e","Action","EffectDamage","30","","ariel-e-trait-4","","","","RuntimeImplemented",""
"ariel-e-holy-exposed-damage-trait4-effect-target","Effect","ariel-e-holy-exposed-damage-trait4","ariel-e","Action","EffectTarget","31","","","","","","",""
"ariel-e-holy-exposed-damage-trait4-condition-status","Effect","ariel-e-holy-exposed-damage-trait4","ariel-e","Action","ConditionStatus","33","","","","","","",""
"ariel-e-master1-sanctuary-status-modifier","Effect","ariel-e-master1-sanctuary","ariel-e","Action","StatusModifier","40","","ariel-e-master-1","","","","RuntimeImplemented",""
"ariel-e-master1-sanctuary-effect-target","Effect","ariel-e-master1-sanctuary","ariel-e","Action","EffectTarget","41","","","","","","",""
"ariel-e-master1-sanctuary-effect-lifetime","Effect","ariel-e-master1-sanctuary","ariel-e","Action","EffectLifetime","44","","","","","","",""
"ariel-e-master1-sanctuary-status-damage-taken-bonus","Effect","ariel-e-master1-sanctuary","ariel-e","Action","StatusDamageTakenBonus","45","","","","","","",""
"ariel-e-trait5-extend-shield-duration-extend-status-duration","Effect","ariel-e-trait5-extend-shield-duration","ariel-e","Action","EffectExtendStatusDuration","50","","ariel-e-trait-5","","","","RuntimeImplemented",""
"ariel-e-trait5-extend-shield-duration-effect-target","Effect","ariel-e-trait5-extend-shield-duration","ariel-e","Action","EffectTarget","51","","","","","","",""
"ariel-e-trait5-extend-shield-duration-effect-lifetime","Effect","ariel-e-trait5-extend-shield-duration","ariel-e","Action","EffectLifetime","54","","","","","","",""
