"node_id","owner_kind","owner_id","target_skill_id","node_kind","handler_id","sort_order","enabled_by_default","requires_active_choice_id","excludes_active_choice_id","requires_passive_skill_id","excludes_passive_skill_id","runtime_support_state","runtime_support_notes"
"ariel-g-shield-received-trait1-effect-lifetime","Effect","ariel-g-shield-received-trait1","ariel-g","Action","EffectLifetime","15","","","","","","",""
"ariel-g-shield-received-trait1-status-shield-received-bonus","Effect","ariel-g-shield-received-trait1","ariel-g","Action","StatusShieldReceivedBonus","16","","","","","","",""
"ariel-g-start-shield-apply-shield","Effect","ariel-g-start-shield","ariel-g","Action","ApplyShield","20","","","","","","RuntimeImplemented",""
"ariel-g-start-shield-effect-target","Effect","ariel-g-start-shield","ariel-g","Action","EffectTarget","21","","","","","","",""
"ariel-g-start-shield-effect-lifetime","Effect","ariel-g-start-shield","ariel-g","Action","EffectLifetime","24","","","","","","",""
"ariel-g-start-shield-trait2-apply-shield","Effect","ariel-g-start-shield-trait2","ariel-g","Action","ApplyShield","21","","","","","","MigratedToEffectBinding",""
"ariel-g-start-shield-trait2-effect-target","Effect","ariel-g-start-shield-trait2","ariel-g","Action","EffectTarget","22","","","","","","",""
"ariel-g-start-shield-trait2-effect-lifetime","Effect","ariel-g-start-shield-trait2","ariel-g","Action","EffectLifetime","25","","","","","","",""
"ariel-g-shielded-holy-trait3-status-modifier","Effect","ariel-g-shielded-holy-trait3","ariel-g","Action","StatusModifier","30","","ariel-g-trait-3","","","","RuntimeImplemented",""
"ariel-g-shielded-holy-trait3-effect-target","Effect","ariel-g-shielded-holy-trait3","ariel-g","Action","EffectTarget","31","","","","","","",""
"ariel-g-shielded-holy-trait3-condition-status","Effect","ariel-g-shielded-holy-trait3","ariel-g","Action","ConditionStatus","33","","","","","","",""
"ariel-g-shielded-holy-trait3-effect-lifetime","Effect","ariel-g-shielded-holy-trait3","ariel-g","Action","EffectLifetime","34","","","","","","",""
"ariel-g-shielded-holy-trait3-status-damage-bonus-rate","Effect","ariel-g-shielded-holy-trait3","ariel-g","Action","StatusDamageBonusRate","35","","","","","","",""
"ariel-h-blessed-holy-damage-speed-status-modifier","Effect","ariel-h-blessed-holy-damage-speed","ariel-h","Action","StatusModifier","10","","","","","","RuntimeImplemented",""
"ariel-h-blessed-holy-damage-speed-effect-target","Effect","ariel-h-blessed-holy-damage-speed","ariel-h","Action","EffectTarget","11","","","","","","",""
"ariel-h-blessed-holy-damage-speed-condition-status","Effect","ariel-h-blessed-holy-damage-speed","ariel-h","Action","ConditionStatus","13","","","","","","",""
"ariel-h-blessed-holy-damage-speed-effect-lifetime","Effect","ariel-h-blessed-holy-damage-speed","ariel-h","Action","EffectLifetime","14","","","","","","",""
"ariel-h-blessed-holy-damage-speed-status-action-speed-bonus","Effect","ariel-h-blessed-holy-damage-speed","ariel-h","Action","StatusActionSpeedBonus","15","","","","","","",""
"ariel-h-blessed-holy-damage-speed-status-damage-bonus-rate","Effect","ariel-h-blessed-holy-damage-speed","ariel-h","Action","StatusDamageBonusRate","16","","","","","","",""
"ariel-i-holy-exposure-damage-taken-status-modifier","Effect","ariel-i-holy-exposure-damage-taken","ariel-i","Action","StatusModifier","10","","","","","","RuntimeImplemented",""
"ariel-i-holy-exposure-damage-taken-effect-target","Effect","ariel-i-holy-exposure-damage-taken","ariel-i","Action","EffectTarget","11","","","","","","",""
"ariel-i-holy-exposure-damage-taken-condition-status","Effect","ariel-i-holy-exposure-damage-taken","ariel-i","Action","ConditionStatus","13","","","","","","",""
"ariel-i-holy-exposure-damage-taken-effect-lifetime","Effect","ariel-i-holy-exposure-damage-taken","ariel-i","Action","EffectLifetime","14","","","","","","",""
"ariel-i-holy-exposure-damage-taken-status-damage-taken-bonus","Effect","ariel-i-holy-exposure-damage-taken","ariel-i","Action","StatusDamageTakenBonus","15","","","","","","",""
"ariel-i-holy-exposure-damage-taken-trait1-status-modifier","Effect","ariel-i-holy-exposure-damage-taken-trait1","ariel-i","Action","StatusModifier","11","","","","","","MigratedToEffectBinding",""
"ariel-i-holy-exposure-damage-taken-trait1-effect-target","Effect","ariel-i-holy-exposure-damage-taken-trait1","ariel-i","Action","EffectTarget","12","","","","","","",""
"ariel-i-holy-exposure-damage-taken-trait1-condition-status","Effect","ariel-i-holy-exposure-damage-taken-trait1","ariel-i","Action","ConditionStatus","14","","","","","","",""
"ariel-i-holy-exposure-damage-taken-trait1-effect-lifetime","Effect","ariel-i-holy-exposure-damage-taken-trait1","ariel-i","Action","EffectLifetime","15","","","","","","",""
"ariel-i-holy-exposure-damage-taken-trait1-status-damage-taken-bonus","Effect","ariel-i-holy-exposure-damage-taken-trait1","ariel-i","Action","StatusDamageTakenBonus","16","","","","","","",""
"ariel-i-holy-exposure-holy-resist-trait3-status-modifier","Effect","ariel-i-holy-exposure-holy-resist-trait3","ariel-i","Action","StatusModifier","12","","ariel-i-trait-3","","","","RuntimeImplemented",""
"ariel-i-holy-exposure-holy-resist-trait3-effect-target","Effect","ariel-i-holy-exposure-holy-resist-trait3","ariel-i","Action","EffectTarget","13","","","","","","",""
"ariel-i-holy-exposure-holy-resist-trait3-condition-status","Effect","ariel-i-holy-exposure-holy-resist-trait3","ariel-i","Action","ConditionStatus","15","","","","","","",""
"ariel-i-holy-exposure-holy-resist-trait3-effect-lifetime","Effect","ariel-i-holy-exposure-holy-resist-trait3","ariel-i","Action","EffectLifetime","16","","","","","","",""
"ariel-i-holy-exposure-holy-resist-trait3-status-flat-element-resist-reduction","Effect","ariel-i-holy-exposure-holy-resist-trait3","ariel-i","Action","StatusFlatElementResistReduction","17","","","","","","",""
"ariel-j-shielded-holy-damage-status-modifier","Effect","ariel-j-shielded-holy-damage","ariel-j","Action","StatusModifier","10","","","","","","RuntimeImplemented",""
"ariel-j-shielded-holy-damage-effect-target","Effect","ariel-j-shielded-holy-damage","ariel-j","Action","EffectTarget","11","","","","","","",""
"ariel-j-shielded-holy-damage-condition-status","Effect","ariel-j-shielded-holy-damage","ariel-j","Action","ConditionStatus","13","","","","","","",""
"ariel-j-shielded-holy-damage-effect-lifetime","Effect","ariel-j-shielded-holy-damage","ariel-j","Action","EffectLifetime","14","","","","","","",""
"ariel-j-shielded-holy-damage-status-damage-bonus-rate","Effect","ariel-j-shielded-holy-damage","ariel-j","Action","StatusDamageBonusRate","15","","","","","","",""
