"monster_id","owner_kind","owner_id","target_skill_id","node_order","node_type_id","arg_1","arg_2","arg_3","arg_4","arg_5","arg_6","arg_7","arg_8","arg_9","arg_10","arg_11","arg_12","excludes_active_choice_id"
"vega","Choice","vega-c-master-1","vega-a","2","RequiredSourceStatus","slaughter-permit","1","","","","","","","","","","",""
"vega","Choice","vega-c-master-2","vega-c","1","DurationBonus","-2","","","","","","","","","","","",""
"vega","Choice","vega-c-master-2","vega-c","2","StatusActionSpeedBonus","0.25","","","","","","","","","","","",""
"vega","Choice","vega-c-master-2","vega-c","3","StatusAttackPowerBonus","0.25","","","","","","","","","","","",""
"ariel","Trigger","ariel-b-trait-5","ariel-b","1","StatusModifier","","","","","","","","","","","","",""
"ariel","Trigger","ariel-b-trait-5","ariel-b","2","SelectTargets","AllAllies","Owner","Battlefield","Caster","AppliedTargets","","","","","","","",""
"ariel","Trigger","ariel-b-trait-5","ariel-b","3","ConditionStatus","shield","AllAllies","","1","","","","","","","","",""
"ariel","Trigger","ariel-b-trait-5","ariel-b","4","SetDuration","5","","","","","","","","","","","",""
"ariel","Trigger","ariel-b-trait-5","ariel-b","5","StatusDamageBonusRate","0.12","Holy","","","","","","","","","","",""
"rin","Trigger","rin-b-trait-4","rin-b","1","StatusModifier","","","","","","","","","","","","",""
"rin","Trigger","rin-b-trait-4","rin-b","2","SelectTargets","Self","Owner","Single","PrimarySkillCenter","AppliedTargets","","","","","","","",""
"rin","Trigger","rin-b-trait-4","rin-b","3","SetDuration","5","","","","","","","","","","","",""
"rin","Trigger","rin-b-trait-4","rin-b","4","StatusAttackPowerBonus","0.15","","","","","","","","","","","",""
"rin","Trigger","rin-b-trait-5","rin-b","1","StatusModifier","","","","","","","","","","","","",""
"rin","Trigger","rin-b-trait-5","rin-b","2","SelectTargets","AllAllies","Owner","Battlefield","PrimarySkillCenter","AppliedTargets","","","","","","","",""
"rin","Trigger","rin-b-trait-5","rin-b","3","SetDuration","5","","","","","","","","","","","",""
"rin","Trigger","rin-b-trait-5","rin-b","4","StatusCriticalChanceBonus","0.08","","","","","","","","","","","",""
"rin","Trigger","rin-b-master-1","rin-b","1","StatusModifier","","","","","","","","","","","","",""
"rin","Trigger","rin-b-master-1","rin-b","2","SelectTargets","AllAllies","Owner","Battlefield","PrimarySkillCenter","AppliedTargets","","","","","","","",""
"rin","Trigger","rin-b-master-1","rin-b","3","SetDuration","5","","","","","","","","","","","",""
"rin","Trigger","rin-b-master-1","rin-b","4","StatusDamageBonusRate","0.18","Physical","","","","","","","","","","",""
"rin","Trigger","rin-b-master-2","rin-b","1","StatusModifier","","","","","","","","","","","","",""
"rin","Trigger","rin-b-master-2","rin-b","2","SelectTargets","AllAllies","Owner","Battlefield","PrimarySkillCenter","AppliedTargets","","","","","","","",""
"rin","Trigger","rin-b-master-2","rin-b","3","SetDuration","5","","","","","","","","","","","",""
"rin","Trigger","rin-b-master-2","rin-b","4","StatusOutgoingAdditionalDamage","0.25","Physical","Darkness","","","","","","","","","",""
"ariel","Trigger","ariel-b-trait4-shield-expire","ariel-b","1","ApplyDamage","Holy","0","0",,"3",,"","ShieldAppliedAmount","0.6","","","",""
"ariel","Trigger","ariel-b-trait4-shield-expire","ariel-b","2","SelectTargets","Enemy","Nearest","Circle","PrimarySkillCenter","","","true","","","","","",""
"ariel","Trigger","ariel-b-trait4-shield-expire","ariel-b","3","ShowVisual","Assets/Image/Monster/ariel/SkillEffect/1.png","Assets/Image/Monster/ariel/SkillEffect/1.controller","0.5832231","0","5.85","5.46","","","","","","",""
"ariel","Trigger","ariel-b-trait4-shield-expire","ariel-b","4","SetDuration","1","","","","","","","","","","","",""
"ariel","Trigger","ariel-b-master2-shield-absorb-reflect","ariel-b","1","ApplyDamage","Holy","0","0",,"0",,"","ShieldAbsorbedAmount","0.35","","","",""
"ariel","Trigger","ariel-b-master2-shield-absorb-reflect","ariel-b","2","SelectTargets","Enemy","EventTarget","Single","EffectTarget","","","","1","","","","",""
