"AssetPath","AssetKind","PathScope","ScriptPath","ScriptGuid","ObjectTypeId","ComponentFileId","GameObjectFileId","GameObjectName"
"Pakuri/Assets/Legacy/Data/GameData/Monsters/eve.asset","asset","LegacyPath","Pakuri/Assets/Scripts/Units/Definitions/MonsterDefinition.cs","55d6af300ba157743b18ec868681b2af","114","11400000","0",""
"Pakuri/Assets/Legacy/Data/GameData/Monsters/rin.asset","asset","LegacyPath","Pakuri/Assets/Scripts/Units/Definitions/MonsterDefinition.cs","55d6af300ba157743b18ec868681b2af","114","11400000","0",""
"Pakuri/Assets/Legacy/Data/GameData/Monsters/sein.asset","asset","LegacyPath","Pakuri/Assets/Scripts/Units/Definitions/MonsterDefinition.cs","55d6af300ba157743b18ec868681b2af","114","11400000","0",""
"Pakuri/Assets/Legacy/Data/GameData/Monsters/vega.asset","asset","LegacyPath","Pakuri/Assets/Scripts/Units/Definitions/MonsterDefinition.cs","55d6af300ba157743b18ec868681b2af","114","11400000","0",""
"Pakuri/Assets/Legacy/Skill 1/Ariel/Airel_A.prefab","prefab","LegacyPath","Pakuri/Assets/Scripts/Combat/Skills/SkillType/Projectile/ProjectileSkillActor.cs","4cb11314ef724784ca84aca6623f5d29","114","6821149853442025107","3285557362087739772","Airel_A"
"Pakuri/Assets/Legacy/Skill 1/Eve/Eve_A.prefab","prefab","LegacyPath","Pakuri/Assets/Scripts/Combat/Skills/SkillType/Projectile/ProjectileSkillActor.cs","4cb11314ef724784ca84aca6623f5d29","114","4663787437823732165","3046447516185771510","Eve_A"
"Pakuri/Assets/Prefab/Enemy/Stage1/Stage1_Achor.prefab","prefab","NonLegacyPath","Pakuri/Assets/Scripts/Units/Enemy/Actor/EnemyActor.cs","c05d861bf6fd7644b8181d2145054c0a","114","8772129247559387269","6219452113495756200","Stage1_Achor"
"Pakuri/Assets/Prefab/Enemy/Stage1/Stage1_Karin.prefab","prefab","NonLegacyPath","Pakuri/Assets/Scripts/Units/Enemy/Actor/EnemyActor.cs","c05d861bf6fd7644b8181d2145054c0a","114","8772129247559387269","6219452113495756200","Stage1_Karin"
"Pakuri/Assets/Prefab/Enemy/Stage1/Stage1_Priest_Unit.prefab","prefab","NonLegacyPath","Pakuri/Assets/Scripts/Units/Enemy/Actor/EnemyActor.cs","c05d861bf6fd7644b8181d2145054c0a","114","8772129247559387269","6219452113495756200","Stage1_Priest_Unit"
"Pakuri/Assets/Prefab/Enemy/Stage1/Stage1_Rogue_Unit.prefab","prefab","NonLegacyPath","Pakuri/Assets/Scripts/Units/Enemy/Actor/EnemyActor.cs","c05d861bf6fd7644b8181d2145054c0a","114","8772129247559387269","6219452113495756200","Stage1_Rogue_Unit"
"Pakuri/Assets/Prefab/Enemy/Stage1/Stage1_Shield.prefab","prefab","NonLegacyPath","Pakuri/Assets/Scripts/Units/Enemy/Actor/EnemyActor.cs","c05d861bf6fd7644b8181d2145054c0a","114","8772129247559387269","6219452113495756200","Stage1_Shield"
"Pakuri/Assets/Prefab/Enemy/Stage1/Stage1_ShieldKing.prefab","prefab","NonLegacyPath","Pakuri/Assets/Scripts/Units/Enemy/Actor/EnemyActor.cs","c05d861bf6fd7644b8181d2145054c0a","114","8772129247559387269","6219452113495756200","Stage1_ShieldKing"
"Pakuri/Assets/Prefab/Enemy/Stage1/Stage1_Warrior_King.prefab","prefab","NonLegacyPath","Pakuri/Assets/Scripts/Units/Enemy/Actor/EnemyActor.cs","c05d861bf6fd7644b8181d2145054c0a","114","8772129247559387269","6219452113495756200","Stage1_Warrior_King"
"Pakuri/Assets/Prefab/Enemy/Stage1/Stage1_Warrior_Unit.prefab","prefab","NonLegacyPath","Pakuri/Assets/Scripts/Units/Enemy/Actor/EnemyActor.cs","c05d861bf6fd7644b8181d2145054c0a","114","8772129247559387269","6219452113495756200","Stage1_Warrior_Unit"
"Pakuri/Assets/Prefab/Enemy/Stage2/stage2-arsen.prefab","prefab","NonLegacyPath","Pakuri/Assets/Scripts/Units/Enemy/Actor/EnemyActor.cs","c05d861bf6fd7644b8181d2145054c0a","114","4970333288663771015","7149419201978181015","stage2-arsen"
"Pakuri/Assets/Prefab/Enemy/Stage2/stage2-dark-assassin.prefab","prefab","NonLegacyPath","Pakuri/Assets/Scripts/Units/Enemy/Actor/EnemyActor.cs","c05d861bf6fd7644b8181d2145054c0a","114","2114193871213698025","2261757788458218692","stage2-dark-assassin"
"Pakuri/Assets/Prefab/Enemy/Stage2/stage2-drake.prefab","prefab","NonLegacyPath","Pakuri/Assets/Scripts/Units/Enemy/Actor/EnemyActor.cs","c05d861bf6fd7644b8181d2145054c0a","114","2750501324265871304","2901641940831284134","stage2-drake"
"Pakuri/Assets/Prefab/Enemy/Stage2/stage2-ethan.prefab","prefab","NonLegacyPath","Pakuri/Assets/Scripts/Units/Enemy/Actor/EnemyActor.cs","c05d861bf6fd7644b8181d2145054c0a","114","6704637599733736084","3292185792058007014","stage2-ethan"
"Pakuri/Assets/Prefab/Enemy/Stage2/stage2-fire-dragon-slayer.prefab","prefab","NonLegacyPath","Pakuri/Assets/Scripts/Units/Enemy/Actor/EnemyActor.cs","c05d861bf6fd7644b8181d2145054c0a","114","-2123300382256000718","5195311948756499146","stage2-fire-dragon-slayer"
"Pakuri/Assets/Prefab/Enemy/Stage2/stage2-holy-priest.prefab","prefab","NonLegacyPath","Pakuri/Assets/Scripts/Units/Enemy/Actor/EnemyActor.cs","c05d861bf6fd7644b8181d2145054c0a","114","1661135989689545406","5070576057754673694","stage2-holy-priest"
"Pakuri/Assets/Prefab/Enemy/Stage2/stage2-ice-guard.prefab","prefab","NonLegacyPath","Pakuri/Assets/Scripts/Units/Enemy/Actor/EnemyActor.cs","c05d861bf6fd7644b8181d2145054c0a","114","6376216031631857857","5203276214274935459","stage2-ice-guard"
"Pakuri/Assets/Prefab/Enemy/Stage2/stage2-lightning-scout.prefab","prefab","NonLegacyPath","Pakuri/Assets/Scripts/Units/Enemy/Actor/EnemyActor.cs","c05d861bf6fd7644b8181d2145054c0a","114","7496652596157952227","555655491228033923","stage2-lightning-scout"
"Pakuri/Assets/Prefab/Monster/Ariel_Unit.prefab","prefab","NonLegacyPath","Pakuri/Assets/Scripts/Units/Monster/Actor/MonsterActor.cs","865f6a2c8780ea04fa1965d473b8f92f","114","3481893476099238780","4596420534878418281","Ariel_Unit"
"Pakuri/Assets/Prefab/Monster/Ariel_Unit.prefab","prefab","NonLegacyPath","Pakuri/Assets/Scripts/InGame/Animation/AnimationController.cs","3ab96406b52c3454daa4c602c0b81989","114","900100000000002","4596420534878418281","Ariel_Unit"
"Pakuri/Assets/Prefab/Monster/Eve_Unit.prefab","prefab","NonLegacyPath","Pakuri/Assets/Scripts/Units/Monster/Actor/MonsterActor.cs","865f6a2c8780ea04fa1965d473b8f92f","114","5336572932229569786","4596420534878418281","Eve_Unit"
"Pakuri/Assets/Prefab/Monster/Eve_Unit.prefab","prefab","NonLegacyPath","Pakuri/Assets/Scripts/InGame/Animation/AnimationController.cs","3ab96406b52c3454daa4c602c0b81989","114","900200000000002","4596420534878418281","Eve_Unit"
"Pakuri/Assets/Prefab/Monster/Rin_Unit.prefab","prefab","NonLegacyPath","Pakuri/Assets/Scripts/Units/Monster/Actor/MonsterActor.cs","865f6a2c8780ea04fa1965d473b8f92f","114","-1863941469834791775","4596420534878418281","Rin_Unit"
"Pakuri/Assets/Prefab/Monster/Rin_Unit.prefab","prefab","NonLegacyPath","Pakuri/Assets/Scripts/InGame/Animation/AnimationController.cs","3ab96406b52c3454daa4c602c0b81989","114","6169519153641302405","4596420534878418281","Rin_Unit"
"Pakuri/Assets/Prefab/Monster/Sein_Unit.prefab","prefab","NonLegacyPath","Pakuri/Assets/Scripts/Units/Monster/Actor/MonsterActor.cs","865f6a2c8780ea04fa1965d473b8f92f","114","8438492334222702380","4596420534878418281","Sein_Unit"
"Pakuri/Assets/Prefab/Monster/Sein_Unit.prefab","prefab","NonLegacyPath","Pakuri/Assets/Scripts/InGame/Animation/AnimationController.cs","3ab96406b52c3454daa4c602c0b81989","114","900300000000002","4596420534878418281","Sein_Unit"
"Pakuri/Assets/Prefab/Monster/Vega_Unit.prefab","prefab","NonLegacyPath","Pakuri/Assets/Scripts/Units/Monster/Actor/MonsterActor.cs","865f6a2c8780ea04fa1965d473b8f92f","114","4911891060645327678","4596420534878418281","Vega_Unit"
"Pakuri/Assets/Prefab/Monster/Vega_Unit.prefab","prefab","NonLegacyPath","Pakuri/Assets/Scripts/InGame/Animation/AnimationController.cs","3ab96406b52c3454daa4c602c0b81989","114","900400000000002","4596420534878418281","Vega_Unit"
"Pakuri/Assets/Resources/Pakuri/CSVRuntime/CsvRuntimeCatalog.asset","asset","NonLegacyPath","Pakuri/Assets/Scripts/GameFlow/Loading/CsvRuntimeCatalog.cs","92f4a8c7192c7da47a137c02232dea62","114","11400000","0",""
"Pakuri/Assets/Scenes/NewScene/NewMainMenu.unity","unity","NonLegacyPath","Pakuri/Assets/Scripts/UI/MainMenu/MainMenuUIManager.cs","441a0e8039a28f84bbe47272b77f6e5f","114","188470102","188470100","Manager"
"Pakuri/Assets/Scenes/NewScene/NewRunScene.unity","unity","NonLegacyPath","Pakuri/Assets/Scripts/Combat/InGameCombatManager.cs","e5cf78d9a8db4994f8aeb5777b434ca4","114","1427799828","1427799825","GameManager"
"Pakuri/Assets/Scenes/NewScene/NewRunScene.unity","unity","NonLegacyPath","Pakuri/Assets/Scripts/GameFlow/Stage/StageManager.cs","7c2fbcf1f36342aca23eac2221b2c1e8","114","1427799829","1427799825","GameManager"
"Pakuri/Assets/Scenes/NewScene/NewRunScene.unity","unity","NonLegacyPath","Pakuri/Assets/Scripts/GameFlow/Spawn/UnitSpawnManager.cs","fa013f8b8851bec4882efe505f98b801","114","1427799830","1427799825","GameManager"
"Pakuri/Assets/Scenes/NewScene/NewRunScene.unity","unity","NonLegacyPath","Pakuri/Assets/Scripts/Combat/Effects/EffectManager.cs","6fec4b2c224aa0446865c1fdfbe54db2","114","1427799831","1427799825","GameManager"
"Pakuri/Assets/Scenes/NewScene/NewRunScene.unity","unity","NonLegacyPath","Pakuri/Assets/Scripts/Units/Monster/Input/PlayerCombatInputController.cs","41ecde25977bf7845bc0a35ca15d7982","114","1427799832","1427799825","GameManager"
"Pakuri/Assets/Scenes/NewScene/NewRunScene.unity","unity","NonLegacyPath","Pakuri/Assets/Scripts/Units/Nexus/Actor/NexusActor.cs","62b7ebc9d88913a42a508dc290bb8200","114","1747029715","1747029712","Nexus"
"Pakuri/Assets/Scenes/NewScene/NewRunScene.unity","unity","NonLegacyPath","Pakuri/Assets/Scripts/UI/InGame/InGameUIManager.cs","d22fb9398e834f6a9a6e679d07ce8d3a","114","876113833","876113828","Canvas"
"Pakuri/Assets/Scenes/NewScene/NewRunScene.unity","unity","NonLegacyPath","Pakuri/Assets/Scripts/UI/InGame/DebugUI.cs","9151dbd9ffdff0843af0f5520c32c3e6","114","876113834","876113828","Canvas"
"Pakuri/Assets/Scenes/NewScene/NewRunScene.unity","unity","NonLegacyPath","Pakuri/Assets/Scripts/UI/InGame/MonsterPanel/MonsterPanelUI.cs","6d6960060ede04c418ac9f3f66dd9c40","114","876113835","876113828","Canvas"
"Pakuri/Assets/Scenes/NewScene/NewRunScene.unity","unity","NonLegacyPath","Pakuri/Assets/Scripts/UI/InGame/DamageMeter/DamageMeterUIController.cs","c5f0b359223168647a934e081f9b53e1","114","876113836","876113828","Canvas"
"Pakuri/Assets/Scenes/NewScene/NewRunScene.unity","unity","NonLegacyPath","Pakuri/Assets/Scripts/UI/InGame/DamageMeter/DamageMeterRuntimeTracker.cs","8474f78509600a145be3ca0cf353f6b7","114","876113837","876113828","Canvas"
"Pakuri/Assets/Scenes/NewScene/NewRunScene.unity","unity","NonLegacyPath","Pakuri/Assets/Scripts/UI/InGame/UtilityPanel/InGameUtilityPanelController.cs","b1158f7e84cec17449b6b904dd152208","114","884072283","884072281","UtilPanel"
