"path","is_editor_test","meta_path","guid","sha256","namespaces","declared_types"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/AreaAttackExecutor.cs","False","Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/AreaAttackExecutor.cs.meta","ab4b3024482546048aaf8c19955ce829","7c4b9398c756a5675adf8ab45c12e594e6cf9eb90f27d408c816a34ec1dfcd50","Pakuri.NewCore.Combat.Skills.Execution","AreaAttackExecutor"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/BuffExecutor.cs","False","Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/BuffExecutor.cs.meta","f5363e01b5aba7146862c51a888abb3c","c1a755a12bb874b8c8d33c2fe99d436358ac240a182fdbb29554ee04ed8c78fe","Pakuri.NewCore.Combat.Skills.Execution","BuffExecutor"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/HealExecutor.cs","False","Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/HealExecutor.cs.meta","095294add34639e449a1e62a5f1affda","d0c1e46640f3b27d24d2e563dd1dff8dda7dc76d7582550b5b3b88eddc135a3f","Pakuri.NewCore.Combat.Skills.Execution","HealExecutor"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/LineAttackExecutor.cs","False","Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/LineAttackExecutor.cs.meta","315d68e2daf3c11418dc5cb6e9f2f56c","06c4c278b326ad29280a75fba9520725ca8a882bbbb4277ae057c5040f98bb39","Pakuri.NewCore.Combat.Skills.Execution","LineAttackExecutor"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/PassiveExecutor.cs","False","Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/PassiveExecutor.cs.meta","3219e4dd1851bdc4888c0afc71429621","d15dce48c6f17f2469572a2244eb31a49698294268feeb8be4f48753b556de5f","Pakuri.NewCore.Combat.Skills.Execution","PassiveExecutor"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/ProjectileExecutor.cs","False","Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/ProjectileExecutor.cs.meta","d68c88bb2c0ac9b4db7c21f07924a223","8ccba77f8316d6a293badb47d88b91ceb6574a96fe0624a0cb4a7ff7c3d72bc6","Pakuri.NewCore.Combat.Skills.Execution","ProjectileExecutor"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/ShieldExecutor.cs","False","Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/ShieldExecutor.cs.meta","64d89f5a347517b4cb3ff7b1d1706a75","494294dfa7abfda438034ba9f6ea275016a79ac1211419fd07ce82397d6d35d3","Pakuri.NewCore.Combat.Skills.Execution","ShieldExecutor"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SingleAttackExecutor.cs","False","Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SingleAttackExecutor.cs.meta","19823e9d94a73544797cca7aeeb0f28e","1789210510dac35c71c7e5652246e47b5ba855e329ae13eb2e0771c3f0ac558c","Pakuri.NewCore.Combat.Skills.Execution","SingleAttackExecutor"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillEffectGraphRuntime.cs","False","Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillEffectGraphRuntime.cs.meta","2663fc94658457d4c9eae8a25c1a5059","f13e4419e964ddc2b10a89f79dd17e23f4644de0193014c8b05b823e19e491fc","Pakuri.NewCore.Combat.Skills.Execution","SkillEffectGraphRuntime"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillExecutionPlan.cs","False","Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillExecutionPlan.cs.meta","8db14276ff5965648a2b32d45c94713c","5b8cea000ae007080fb291fa2b44dcb9f19a23bef27969aff0241f97bc04006b","Pakuri.NewCore.Combat.Skills.Execution","SkillExecutionPlan"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillExecutionRequest.cs","False","Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillExecutionRequest.cs.meta","cf8d110526bc85048ad996d662c96843","375d3649b8b430ab595b764a837fa3d6a3cd1387b4273fac5a2ee1f00e622001","Pakuri.NewCore.Combat.Skills.Execution","SkillExecutionRequest"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillExecutionRuntime.cs","False","Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillExecutionRuntime.cs.meta","c899e4e79885c2f4abd53a3f592a94fd","e42eda0f0b7f09951243ff6b580dee2c1da7d65839fffaece6804879bebb12ef","Pakuri.NewCore.Combat.Skills.Execution","SkillExecutionRuntime"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillExecutor.cs","False","Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillExecutor.cs.meta","9971661208d578d4f9a3008db3ff1347","e0936bfafbf541ba0d8dbae09017b7ed6f76e6899771d9fc3f166c2939769a29","Pakuri.NewCore.Combat.Skills.Execution","SkillExecutor"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillNodeSupport.cs","False","Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillNodeSupport.cs.meta","b6df3a582967933488c8630c25a71ad1","c5162284df0e09eecff21a95f0e72cc0029a2eb7268bfd8b705dc8c37826500e","Pakuri.NewCore.Combat.Skills.Execution","SkillNodeBehavior;SkillNodeSupport;SkillNodeRuntimeOwner"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillTargeting.cs","False","Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillTargeting.cs.meta","38ade7d21e3c691418ba9494e350f24e","8851651b58e3f0db0f8acd070927d296ce2ede02264fff25e7cd976adfa2bc1f","Pakuri.NewCore.Combat.Skills.Execution","SkillTargeting"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillTriggerDispatcher.cs","False","Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillTriggerDispatcher.cs.meta","8f9cd16b391d8db4ab217a3a08bbf655","59ae959c29f1e27715fd5d983e809f58b251e5544ffb0817037a84e607b5c456","Pakuri.NewCore.Combat.Skills.Execution","SkillTriggerEvaluationResult;SkillTriggerDispatcher"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillTriggerSupport.cs","False","Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillTriggerSupport.cs.meta","c286177fce36cc2449dae2d51f7159cf","cda7880b6312f6f55582e612da3cb1dd0d73f6069e082026eb4884e1042a838e","Pakuri.NewCore.Combat.Skills.Execution","SkillTriggerSupport"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Runtime/EnemySkillBucket.cs","False","Pakuri/Assets/Scripts/NewCore/Combat/Skills/Runtime/EnemySkillBucket.cs.meta","0e35ac7a7626c0544a4cc71234123d29","79f5a5beb416ae099e27d133f10e6d4340f05a11687ed40db1078ce9a7e4c9bf","Pakuri.NewCore.Combat.Skills.Runtime","EnemySkillBucket"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Runtime/MonsterSkillBucket.cs","False","Pakuri/Assets/Scripts/NewCore/Combat/Skills/Runtime/MonsterSkillBucket.cs.meta","614db8c9270b7af4bae72405d501b462","bf1694e432b23531b8ba1c15be932f415d7330b0402e45fc476e4d536d22b857","Pakuri.NewCore.Combat.Skills.Runtime","MonsterSkillBucket"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Runtime/SkillBucket.cs","False","Pakuri/Assets/Scripts/NewCore/Combat/Skills/Runtime/SkillBucket.cs.meta","0d90a96d8ffbba940a08651d18268ef4","1aa96d7443bba5a9d1aeef43a6e536bebe55265bccd16bfedfde31c3b0521d37","Pakuri.NewCore.Combat.Skills.Runtime","SkillBucket"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Runtime/SkillCooldown.cs","False","Pakuri/Assets/Scripts/NewCore/Combat/Skills/Runtime/SkillCooldown.cs.meta","d05da7c0dda83544c932943b758e9959","a008a4e225abba441021c48eac826a6196c7d293fa546bcd6b3a84fa3b587c4a","Pakuri.NewCore.Combat.Skills.Runtime","SkillCooldown"
"Pakuri/Assets/Scripts/NewCore/Combat/Status/RuntimeCombatModifier.cs","False","Pakuri/Assets/Scripts/NewCore/Combat/Status/RuntimeCombatModifier.cs.meta","be8779e639f9fb2489a2c51b3a38b7c6","5032e3214bdb965f68e633c64036904a4c8ac560adb0d3147b51363e54a732a4","Pakuri.NewCore.Combat.Status","RuntimeCombatModifier"
"Pakuri/Assets/Scripts/NewCore/Combat/Status/StatusEffect.cs","False","Pakuri/Assets/Scripts/NewCore/Combat/Status/StatusEffect.cs.meta","91bc7f26241015e4a93121e4efd16baa","b6595a7007c959711cea402d198a2b9e2a384a409c0ef35e5cd0e0751607804d","Pakuri.NewCore.Combat.Status","StatusEffect"
"Pakuri/Assets/Scripts/NewCore/Core/Bootstrap/GameBootstrap.cs","False","Pakuri/Assets/Scripts/NewCore/Core/Bootstrap/GameBootstrap.cs.meta","d9263b35d4747084d91847fe80e8ca82","61994b9ed8f7d73d8f915fbc63a117397823131e636eaa2ff92e98ee006f79a4","Pakuri.NewCore.Bootstrap","GameBootstrap"
"Pakuri/Assets/Scripts/NewCore/Core/Catalog/GameDefinitionCatalog.cs","False","Pakuri/Assets/Scripts/NewCore/Core/Catalog/GameDefinitionCatalog.cs.meta","5d9cbc0a3b5c3d64f98c59232325d331","aece4ba1a0a10a97ec91dbdf022be6aeff3c729b0ce82195f1a3193e60d127b6","Pakuri.NewCore.Catalog","GameDefinitionCatalog"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Choices/ChoiceNodeDefinition.cs","False","Pakuri/Assets/Scripts/NewCore/Core/Definitions/Choices/ChoiceNodeDefinition.cs.meta","e181b9f2476f4044ebb20779daf9a76b","3e0a78adf435176ed6aeacf7692cab0b405c32e1b28b8781609593cfb39a1d88","Pakuri.NewCore.Definitions.Choices","ChoiceNodeDefinition"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Choices/MonsterModifierSkillChoiceDefinition.cs","False","Pakuri/Assets/Scripts/NewCore/Core/Definitions/Choices/MonsterModifierSkillChoiceDefinition.cs.meta","6de311743465b644cada8a1f431362cb","fe30d2e1a8d897cc8684855ab83e7a7e68f40453072753b633244ed35ad5b773","Pakuri.NewCore.Definitions.Choices","MonsterModifierSkillChoiceDefinition"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Choices/NodeParamDefinition.cs","False","Pakuri/Assets/Scripts/NewCore/Core/Definitions/Choices/NodeParamDefinition.cs.meta","c8c914788b515574c98ac8b1a0fa2977","6c8b37d57d369cf902157bed17a0d4445c344e91aa90f8d90b3db7f3e613cbec","Pakuri.NewCore.Definitions.Choices","NodeParamDefinition"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Choices/NodeTypeDefinition.cs","False","Pakuri/Assets/Scripts/NewCore/Core/Definitions/Choices/NodeTypeDefinition.cs.meta","9d41e1141c52cd540827e06d295e394a","d318408ae329b59ae5d42f0987afc669540b28708f572214048059bdc02dcee5","Pakuri.NewCore.Definitions.Choices","NodeTypeDefinition"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Choices/SkillChoiceDefinition.cs","False","Pakuri/Assets/Scripts/NewCore/Core/Definitions/Choices/SkillChoiceDefinition.cs.meta","0876fa04d3aaf5e4eacee86c4a7d17aa","376a1fb057feae1b949ba318fbffbab2b867e2fc7cdc794b21449bcb155a7285","Pakuri.NewCore.Definitions.Choices","SkillChoiceDefinition"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/CsvDefinition.cs","False","Pakuri/Assets/Scripts/NewCore/Core/Definitions/CsvDefinition.cs.meta","0e357b0a67153bc4bb5d90679d54c3f9","09ba21325913ead4722994b5249ac5a78e147aeb9aee2f59d0c24a4576f4dde1","Pakuri.NewCore.Definitions","CsvDefinition;CsvDefinitionData"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Skills/AreaAttackDefinition.cs","False","Pakuri/Assets/Scripts/NewCore/Core/Definitions/Skills/AreaAttackDefinition.cs.meta","a20d20a981febf54ab3a986137ea669e","fe122fd32236a67796928043d749ea78da06c15c89d76f60c7e1a311f0a7f4e1","Pakuri.NewCore.Definitions.Skills","AreaAttackDefinition"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Skills/BuffDefinition.cs","False","Pakuri/Assets/Scripts/NewCore/Core/Definitions/Skills/BuffDefinition.cs.meta","f13bc4de8d7a04640851776cb2bdecfe","72b93d42e9c47e36d11394ad83afc3917eca585c2c0f933081942442fa3361ac","Pakuri.NewCore.Definitions.Skills","BuffDefinition"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Skills/HealDefinition.cs","False","Pakuri/Assets/Scripts/NewCore/Core/Definitions/Skills/HealDefinition.cs.meta","93b198b6f6ae6c94794140e99d2d62ad","22d5779738b3ed54b2b495de376bfa577c9418545e9d81d66d7156af5f04d02a","Pakuri.NewCore.Definitions.Skills","HealDefinition"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Skills/LineAttackDefinition.cs","False","Pakuri/Assets/Scripts/NewCore/Core/Definitions/Skills/LineAttackDefinition.cs.meta","da3a3978a068e134d83a36fd427e3fd1","d5650cb82b23ee7f420ae41aa4739d5f7544b502f0c0c9fa00ce362fbe2253c4","Pakuri.NewCore.Definitions.Skills","LineAttackDefinition"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Skills/PassiveDefinition.cs","False","Pakuri/Assets/Scripts/NewCore/Core/Definitions/Skills/PassiveDefinition.cs.meta","180355d91ac88044aae12a76b3a72bb1","d843f43d4a4748734189b4e5577a33550616cc25a6424e3f6426aeea0bc25e57","Pakuri.NewCore.Definitions.Skills","PassiveDefinition"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Skills/ProjectileDefinition.cs","False","Pakuri/Assets/Scripts/NewCore/Core/Definitions/Skills/ProjectileDefinition.cs.meta","685d649764242d148928efb1724913a8","e3970f9b3913f2ad8ea85c09674c3e0bb573cb33244567a136a84409b0482071","Pakuri.NewCore.Definitions.Skills","ProjectileDefinition"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Skills/ShieldDefinition.cs","False","Pakuri/Assets/Scripts/NewCore/Core/Definitions/Skills/ShieldDefinition.cs.meta","b6a1da8b1a4a63447b99f781cc79a30a","995e275fa401fb5a8d76c486635a14765b60c70ff7379d128bb7d39b670c4caa","Pakuri.NewCore.Definitions.Skills","ShieldDefinition"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Skills/SingleAttackDefinition.cs","False","Pakuri/Assets/Scripts/NewCore/Core/Definitions/Skills/SingleAttackDefinition.cs.meta","1a0a1a5d7cf2f0a47ae0d095970517fe","5cc70c57fb1908c7bcb4da0c41cd6519dfea3c63c62d077c4a0073d7be37212f","Pakuri.NewCore.Definitions.Skills","SingleAttackDefinition"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Skills/SkillDefinition.cs","False","Pakuri/Assets/Scripts/NewCore/Core/Definitions/Skills/SkillDefinition.cs.meta","48722091e2cf6604883436b31d5c1b3d","689205b6e1349432a7ff2a9225f4c409c33438899d83954cc29a139f39283ee2","Pakuri.NewCore.Definitions.Skills","SkillDefinition"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Skills/SkillTriggerDefinition.cs","False","Pakuri/Assets/Scripts/NewCore/Core/Definitions/Skills/SkillTriggerDefinition.cs.meta","31949889616615441835f84bc4012553","4ea93f0aef0c580897bc7aed59b199a88c5e868386ad7935d80aece74466ea56","Pakuri.NewCore.Definitions.Skills","SkillTriggerDefinition"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Stage/StageDayDefinition.cs","False","Pakuri/Assets/Scripts/NewCore/Core/Definitions/Stage/StageDayDefinition.cs.meta","45800e278b7330e448e013909280b8c7","c02b86d439d5dafb5d7be7b432f4603d629c870bdcb31484639da8f912453761","Pakuri.NewCore.Definitions.Stage","StageDayDefinition"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Stage/StageDefinition.cs","False","Pakuri/Assets/Scripts/NewCore/Core/Definitions/Stage/StageDefinition.cs.meta","875190bf7bfe49943ac0b4e4029e2a94","cde9db8c6736e8151c9a6ba9dc9aa304e7fbf92b5846b5587af91510e186bbed","Pakuri.NewCore.Definitions.Stage","StageDefinition"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Stage/StageEncounterDefinition.cs","False","Pakuri/Assets/Scripts/NewCore/Core/Definitions/Stage/StageEncounterDefinition.cs.meta","01228d6fe77339441982f3e7e56e9b99","0f27b7df044db8c679a31f2b82de1e703431708963d2f4043838499855176bbf","Pakuri.NewCore.Definitions.Stage","StageEncounterDefinition"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Stage/StageRewardDefinition.cs","False","Pakuri/Assets/Scripts/NewCore/Core/Definitions/Stage/StageRewardDefinition.cs.meta","9a20ddbb69fc9e841803bc005ee6e6db","2e6f8bc50846ee9ddcb60ac096913966c916da7f33b8d9659b92e97f20c40629","Pakuri.NewCore.Definitions.Stage","StageRewardDefinition"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Status/StatusDefinition.cs","False","Pakuri/Assets/Scripts/NewCore/Core/Definitions/Status/StatusDefinition.cs.meta","c9a31951383179344bd6394f0b79240c","bdafd40bbe1be542fe6c886a1dca0eb4900b674118d01b7d206b081ae6ec7f15","Pakuri.NewCore.Definitions.Status","StatusDefinition"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Units/CatalogMonsterDefinition.cs","False","Pakuri/Assets/Scripts/NewCore/Core/Definitions/Units/CatalogMonsterDefinition.cs.meta","c11566aa831d53d4c89dbe3da3092722","31a6cb1c51e2bacb417a6897455e5b2d37eaae1c3c44fc9639bc12bb4d34ac02","Pakuri.NewCore.Definitions.Units","CatalogMonsterDefinition"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Units/EnemyDefinition.cs","False","Pakuri/Assets/Scripts/NewCore/Core/Definitions/Units/EnemyDefinition.cs.meta","cb88d4941fbc1ac4b91dec96ca7ffd4c","deb3f1d42a16438c87e7dca69294a95f906d3f96ff40dcde5ba9521bcfa462d4","Pakuri.NewCore.Definitions.Units","EnemyDefinition"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Units/MonsterDefinition.cs","False","Pakuri/Assets/Scripts/NewCore/Core/Definitions/Units/MonsterDefinition.cs.meta","d13430f363ea1b449b17f605d0f02110","ff6e2f31c4cfb527200f4c4db991f77ae75ad15d0720dc0ed66b498b83e280eb","Pakuri.NewCore.Definitions.Units","MonsterDefinition"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Units/UnitDefinition.cs","False","Pakuri/Assets/Scripts/NewCore/Core/Definitions/Units/UnitDefinition.cs.meta","9b231d3f3ffa9e1449cf47a792acda75","176f479bdc97af7b48640caa45d2c1220c2630429596522f19437ecd230c7d56","Pakuri.NewCore.Definitions.Units","UnitDefinition"
"Pakuri/Assets/Scripts/NewCore/Core/Parsing/CsvParser.cs","False","Pakuri/Assets/Scripts/NewCore/Core/Parsing/CsvParser.cs.meta","fc671dd46d7100e4b8117ce0296ae8c5","671d68719468649546c716e46ffa9fd019e64f40d2791e8e61a504279aa84f64","Pakuri.NewCore.Parsing","CsvParser;ParsedTable;ParsedRow;RawRecord"
"Pakuri/Assets/Scripts/NewCore/Core/Tests/Editor/NewCoreCombatLoopTests.cs","True","Pakuri/Assets/Scripts/NewCore/Core/Tests/Editor/NewCoreCombatLoopTests.cs.meta","9e0584c424f70b544a5b96abffbf463f","e5ca24d7936329f8e0d7834e4829d8746b425c6e3d7df0944fc1b19f30013d64","Pakuri.NewCore.Tests","NewCoreCombatLoopTests;RuntimeFixture"
"Pakuri/Assets/Scripts/NewCore/Core/Tests/Editor/NewCoreDataFoundationTests.cs","True","Pakuri/Assets/Scripts/NewCore/Core/Tests/Editor/NewCoreDataFoundationTests.cs.meta","2b340e1781d1eb441b7d6d2038be58ae","1fa01d8aa2c0900bdfb59840f856d979f28ba74a2b51d98c0fed96030bcd4ab7","Pakuri.NewCore.Tests","NewCoreDataFoundationTests"
"Pakuri/Assets/Scripts/NewCore/Core/Tests/Editor/NewCorePresentationTests.cs","True","Pakuri/Assets/Scripts/NewCore/Core/Tests/Editor/NewCorePresentationTests.cs.meta","23fb55ed5aeb90048bb8dec3f99f785d","d607260ee797523b093d37c67ded733ba63f2a7949c54a3c28cc3581b75e1e0a","Pakuri.NewCore.Tests","NewCorePresentationTests"
"Pakuri/Assets/Scripts/NewCore/Core/Tests/Editor/NewCoreRunFlowTests.cs","True","Pakuri/Assets/Scripts/NewCore/Core/Tests/Editor/NewCoreRunFlowTests.cs.meta","fb287a1adfa48004a837aee79e44d00d","78d1fac77b3e090280a3e622e24b4ecfa2b81060e6d8688c8206614cc63dde59","Pakuri.NewCore.Tests","NewCoreRunFlowTests;RunFixture"
"Pakuri/Assets/Scripts/NewCore/Core/Tests/Editor/NewCoreRuntimeStateTests.cs","True","Pakuri/Assets/Scripts/NewCore/Core/Tests/Editor/NewCoreRuntimeStateTests.cs.meta","82894e0d0f0f7284dac920cd3ece6453","e7e32196acf54c159b59a1558615e89eb555ed1f3a21f9b844f0f198b22b9173","Pakuri.NewCore.Tests","NewCoreRuntimeStateTests"
