"node_id","param_key","value_type","value"
"ariel-c-master2-second-wave-effect-damage","radius","float","3"
"ariel-c-master2-second-wave-effect-target","target_shape","enum","Circle"
"ariel-c-master2-second-wave-effect-target","effect_timing","enum","Delayed"
"ariel-c-master2-second-wave-effect-target","delay_seconds","float","1"
"ariel-c-master2-second-wave-effect-visual","skill_effect_prefab_path","asset_path","Assets/Prefab/Skill/Ariel/Ariel_C.prefab"
"ariel-e-shield-base-apply-shield","base_damage","float","50"
"ariel-e-shield-base-apply-shield","spell_power_coefficient","float","1.6"
"ariel-e-shield-base-effect-target","target_side","enum","AllAllies"
"ariel-e-shield-base-effect-target","target_selection","enum","Owner"
"ariel-e-shield-base-effect-target","target_shape","enum","Battlefield"
"ariel-e-shield-base-effect-target","visual_anchor_mode","enum","AppliedTargets"
"ariel-e-shield-base-effect-visual","skill_effect_prefab_path","asset_path","Assets/Prefab/Skill/Ariel/Ariel_B.prefab"
"ariel-e-shield-base-effect-lifetime","duration_seconds","float","6"
"ariel-e-shield-trait2-apply-shield","base_damage","float","50"
"ariel-e-shield-trait2-apply-shield","spell_power_coefficient","float","1.6"
"ariel-e-shield-trait2-apply-shield","damage_multiplier","float","1.3"
"ariel-e-shield-trait2-effect-target","target_side","enum","AllAllies"
"ariel-e-shield-trait2-effect-target","target_selection","enum","Owner"
"ariel-e-shield-trait2-effect-target","target_shape","enum","Battlefield"
"ariel-e-shield-trait2-effect-target","visual_anchor_mode","enum","AppliedTargets"
"ariel-e-shield-trait2-effect-visual","skill_effect_prefab_path","asset_path","Assets/Prefab/Skill/Ariel/Ariel_B.prefab"
"ariel-e-shield-trait2-effect-lifetime","duration_seconds","float","6"
"ariel-e-shield-master2-apply-shield","base_damage","float","50"
"ariel-e-shield-master2-apply-shield","spell_power_coefficient","float","1.6"
"ariel-e-shield-master2-apply-shield","damage_multiplier","float","0.7"
"ariel-e-shield-master2-effect-target","target_side","enum","AllAllies"
"ariel-e-shield-master2-effect-target","target_selection","enum","Owner"
"ariel-e-shield-master2-effect-target","target_shape","enum","Battlefield"
"ariel-e-shield-master2-effect-target","visual_anchor_mode","enum","AppliedTargets"
"ariel-e-shield-master2-effect-visual","skill_effect_prefab_path","asset_path","Assets/Prefab/Skill/Ariel/Ariel_B.prefab"
"ariel-e-shield-master2-effect-lifetime","duration_seconds","float","6"
"ariel-e-shield-trait2-master2-apply-shield","base_damage","float","50"
"ariel-e-shield-trait2-master2-apply-shield","spell_power_coefficient","float","1.6"
"ariel-e-shield-trait2-master2-apply-shield","damage_multiplier","float","0.91"
"ariel-e-shield-trait2-master2-effect-target","target_side","enum","AllAllies"
"ariel-e-shield-trait2-master2-effect-target","target_selection","enum","Owner"
"ariel-e-shield-trait2-master2-effect-target","target_shape","enum","Battlefield"
"ariel-e-shield-trait2-master2-effect-target","visual_anchor_mode","enum","AppliedTargets"
"ariel-e-shield-trait2-master2-effect-visual","skill_effect_prefab_path","asset_path","Assets/Prefab/Skill/Ariel/Ariel_B.prefab"
"ariel-e-shield-trait2-master2-effect-lifetime","duration_seconds","float","6"
"ariel-j-after-e-action-speed-effect-target","target_side","enum","AllAllies"
"ariel-j-after-e-action-speed-effect-target","target_selection","enum","Owner"
"ariel-j-after-e-action-speed-effect-target","target_shape","enum","Battlefield"
"ariel-j-after-e-action-speed-effect-target","visual_anchor_mode","enum","AppliedTargets"
"ariel-j-after-e-action-speed-effect-lifetime","duration_seconds","float","5"
"ariel-j-after-e-action-speed-status-action-speed-bonus","bonus","float","0.15"
"ariel-j-after-e-action-speed-trait1-effect-target","target_side","enum","AllAllies"
"ariel-j-after-e-action-speed-trait1-effect-target","target_selection","enum","Owner"
"ariel-j-after-e-action-speed-trait1-effect-target","target_shape","enum","Battlefield"
"ariel-j-after-e-action-speed-trait1-effect-target","visual_anchor_mode","enum","AppliedTargets"
"ariel-j-after-e-action-speed-trait1-effect-lifetime","duration_seconds","float","5"
"ariel-j-after-e-action-speed-trait1-status-action-speed-bonus","bonus","float","0.07"
"ariel-e-holy-exposed-damage-trait4-effect-damage","attribute","enum","Holy"
"ariel-e-holy-exposed-damage-trait4-effect-damage","base_damage","float","58"
"ariel-e-holy-exposed-damage-trait4-effect-damage","spell_power_coefficient","float","2.4"
"ariel-e-holy-exposed-damage-trait4-effect-damage","damage_multiplier","float","0.5"
"ariel-e-holy-exposed-damage-trait4-effect-target","target_shape","enum","Battlefield"
"ariel-e-holy-exposed-damage-trait4-condition-status","status_id","status_id","holy-exposure"
"ariel-e-holy-exposed-damage-trait4-condition-status","target_side","enum","Enemy"
"ariel-e-holy-exposed-damage-trait4-condition-status","min_stacks","int","1"
"ariel-e-master1-sanctuary-effect-target","target_side","enum","AllAllies"
"ariel-e-master1-sanctuary-effect-target","target_selection","enum","Owner"
"ariel-e-master1-sanctuary-effect-target","target_shape","enum","Battlefield"
"ariel-e-master1-sanctuary-effect-target","visual_anchor_mode","enum","AppliedTargets"
"ariel-e-master1-sanctuary-effect-lifetime","duration_seconds","float","5"
"ariel-e-master1-sanctuary-status-damage-taken-bonus","bonus","float","-0.18"
"ariel-e-trait5-extend-shield-duration-extend-status-duration","status_id","status_id","shield"
"ariel-e-trait5-extend-shield-duration-effect-target","target_side","enum","AllAllies"
"ariel-e-trait5-extend-shield-duration-effect-target","target_selection","enum","Owner"
"ariel-e-trait5-extend-shield-duration-effect-target","target_shape","enum","Battlefield"
"ariel-e-trait5-extend-shield-duration-effect-target","visual_anchor_mode","enum","AppliedTargets"
"ariel-e-trait5-extend-shield-duration-effect-lifetime","duration_seconds","float","3"
"ariel-f-party-holy-damage-effect-target","target_side","enum","AllAllies"
"ariel-f-party-holy-damage-effect-target","target_selection","enum","Owner"
"ariel-f-party-holy-damage-effect-target","target_shape","enum","Battlefield"
"ariel-f-party-holy-damage-effect-target","center_mode","enum","Caster"
"ariel-f-party-holy-damage-effect-lifetime","duration_seconds","float","0.5"
"ariel-f-party-holy-damage-status-damage-bonus-rate","bonus","float","0.12"
"ariel-f-party-holy-damage-status-damage-bonus-rate","attribute","enum","Holy"
"ariel-f-holy-skill-crit-trait3-effect-target","target_side","enum","AllAllies"
"ariel-f-holy-skill-crit-trait3-effect-target","target_selection","enum","Owner"
"ariel-f-holy-skill-crit-trait3-effect-target","target_shape","enum","Battlefield"
"ariel-f-holy-skill-crit-trait3-effect-target","center_mode","enum","Caster"
"ariel-f-holy-skill-crit-trait3-condition-skill-attribute","attribute","enum","Holy"
"ariel-f-holy-skill-crit-trait3-effect-lifetime","duration_seconds","float","0.5"
"ariel-f-holy-skill-crit-trait3-status-critical-chance-bonus","bonus","float","0.08"
"ariel-g-shield-received-effect-target","target_side","enum","AllAllies"
"ariel-g-shield-received-effect-target","target_selection","enum","Owner"
"ariel-g-shield-received-effect-target","target_shape","enum","Battlefield"
"ariel-g-shield-received-effect-target","center_mode","enum","Caster"
"ariel-g-shield-received-effect-lifetime","duration_seconds","float","0.5"
"ariel-g-shield-received-status-shield-received-bonus","bonus","float","0.18"
"ariel-g-shield-received-trait1-effect-target","target_side","enum","AllAllies"
"ariel-g-shield-received-trait1-effect-target","target_selection","enum","Owner"
"ariel-g-shield-received-trait1-effect-target","target_shape","enum","Battlefield"
"ariel-g-shield-received-trait1-effect-target","center_mode","enum","Caster"
"ariel-g-shield-received-trait1-effect-lifetime","duration_seconds","float","0.5"
"ariel-g-shield-received-trait1-status-shield-received-bonus","bonus","float","0.08"
"ariel-g-start-shield-apply-shield","base_damage","float","25"
"ariel-g-start-shield-apply-shield","spell_power_coefficient","float","0.8"
"ariel-g-start-shield-effect-target","target_side","enum","AllAllies"
"ariel-g-start-shield-effect-target","target_selection","enum","Owner"
"ariel-g-start-shield-effect-target","target_shape","enum","Battlefield"
"ariel-g-start-shield-effect-target","center_mode","enum","Caster"
"ariel-g-start-shield-effect-target","visual_anchor_mode","enum","AppliedTargets"
"ariel-g-start-shield-effect-target","apply_once","bool","true"
"ariel-g-start-shield-effect-lifetime","duration_seconds","float","9999"
"ariel-g-start-shield-trait2-apply-shield","base_damage","float","10"
"ariel-g-start-shield-trait2-apply-shield","spell_power_coefficient","float","0.32"
"ariel-g-start-shield-trait2-effect-target","target_side","enum","AllAllies"
"ariel-g-start-shield-trait2-effect-target","target_selection","enum","Owner"
"ariel-g-start-shield-trait2-effect-target","target_shape","enum","Battlefield"
"ariel-g-start-shield-trait2-effect-target","center_mode","enum","Caster"
"ariel-g-start-shield-trait2-effect-target","visual_anchor_mode","enum","AppliedTargets"
"ariel-g-start-shield-trait2-effect-target","apply_once","bool","true"
"ariel-g-start-shield-trait2-effect-lifetime","duration_seconds","float","9999"
"ariel-g-shielded-holy-trait3-effect-target","target_side","enum","AllAllies"
"ariel-g-shielded-holy-trait3-effect-target","target_selection","enum","Owner"
"ariel-g-shielded-holy-trait3-effect-target","target_shape","enum","Battlefield"
"ariel-g-shielded-holy-trait3-effect-target","center_mode","enum","Caster"
"ariel-g-shielded-holy-trait3-condition-status","status_id","status_id","shield"
"ariel-g-shielded-holy-trait3-condition-status","target_side","enum","AllAllies"
"ariel-g-shielded-holy-trait3-condition-status","min_stacks","int","1"
"ariel-g-shielded-holy-trait3-effect-lifetime","duration_seconds","float","0.5"
"ariel-g-shielded-holy-trait3-status-damage-bonus-rate","bonus","float","0.10"
"ariel-g-shielded-holy-trait3-status-damage-bonus-rate","attribute","enum","Holy"
"ariel-h-blessed-holy-damage-speed-effect-target","target_side","enum","AllAllies"
"ariel-h-blessed-holy-damage-speed-effect-target","target_selection","enum","Owner"
"ariel-h-blessed-holy-damage-speed-effect-target","target_shape","enum","Battlefield"
"ariel-h-blessed-holy-damage-speed-effect-target","center_mode","enum","Caster"
"ariel-h-blessed-holy-damage-speed-condition-status","status_id","status_id","blessing"
"ariel-h-blessed-holy-damage-speed-condition-status","target_side","enum","AllAllies"
"ariel-h-blessed-holy-damage-speed-condition-status","min_stacks","int","1"
"ariel-h-blessed-holy-damage-speed-effect-lifetime","duration_seconds","float","0.5"
"ariel-h-blessed-holy-damage-speed-status-action-speed-bonus","bonus","float","0.10"
"ariel-h-blessed-holy-damage-speed-status-damage-bonus-rate","bonus","float","0.15"
"ariel-h-blessed-holy-damage-speed-status-damage-bonus-rate","attribute","enum","Holy"
"ariel-i-holy-exposure-damage-taken-effect-target","target_shape","enum","Battlefield"
"ariel-i-holy-exposure-damage-taken-effect-target","center_mode","enum","Caster"
"ariel-i-holy-exposure-damage-taken-condition-status","status_id","status_id","holy-exposure"
"ariel-i-holy-exposure-damage-taken-condition-status","target_side","enum","Enemy"
"ariel-i-holy-exposure-damage-taken-condition-status","min_stacks","int","1"
"ariel-i-holy-exposure-damage-taken-effect-lifetime","duration_seconds","float","0.5"
"ariel-i-holy-exposure-damage-taken-status-damage-taken-bonus","bonus","float","0.10"
"ariel-i-holy-exposure-damage-taken-trait1-effect-target","target_shape","enum","Battlefield"
"ariel-i-holy-exposure-damage-taken-trait1-effect-target","center_mode","enum","Caster"
"ariel-i-holy-exposure-damage-taken-trait1-condition-status","status_id","status_id","holy-exposure"
"ariel-i-holy-exposure-damage-taken-trait1-condition-status","target_side","enum","Enemy"
"ariel-i-holy-exposure-damage-taken-trait1-condition-status","min_stacks","int","1"
"ariel-i-holy-exposure-damage-taken-trait1-effect-lifetime","duration_seconds","float","0.5"
"ariel-i-holy-exposure-damage-taken-trait1-status-damage-taken-bonus","bonus","float","0.05"
"ariel-i-holy-exposure-holy-resist-trait3-effect-target","target_shape","enum","Battlefield"
"ariel-i-holy-exposure-holy-resist-trait3-effect-target","center_mode","enum","Caster"
"ariel-i-holy-exposure-holy-resist-trait3-condition-status","status_id","status_id","holy-exposure"
"ariel-i-holy-exposure-holy-resist-trait3-condition-status","target_side","enum","Enemy"
"ariel-i-holy-exposure-holy-resist-trait3-condition-status","min_stacks","int","1"
"ariel-i-holy-exposure-holy-resist-trait3-effect-lifetime","duration_seconds","float","0.5"
"ariel-i-holy-exposure-holy-resist-trait3-status-flat-element-resist-reduction","bonus","float","8"
"ariel-i-holy-exposure-holy-resist-trait3-status-flat-element-resist-reduction","attribute","enum","Holy"
"ariel-j-shielded-holy-damage-effect-target","target_side","enum","AllAllies"
"ariel-j-shielded-holy-damage-effect-target","target_selection","enum","Owner"
"ariel-j-shielded-holy-damage-effect-target","target_shape","enum","Battlefield"
"ariel-j-shielded-holy-damage-effect-target","center_mode","enum","Caster"
"ariel-j-shielded-holy-damage-condition-status","status_id","status_id","shield"
"ariel-j-shielded-holy-damage-condition-status","target_side","enum","AllAllies"
"ariel-j-shielded-holy-damage-condition-status","min_stacks","int","1"
"ariel-j-shielded-holy-damage-condition-status","source_skill_id","skill_id","ariel-e-shield-base"
"ariel-j-shielded-holy-damage-effect-lifetime","duration_seconds","float","0.5"
"ariel-j-shielded-holy-damage-status-damage-bonus-rate","bonus","float","0.20"
"ariel-j-shielded-holy-damage-status-damage-bonus-rate","attribute","enum","Holy"
