"monster_id","owner_kind","owner_id","target_skill_id","node_order","node_type_id","arg_1","arg_2","arg_3","arg_4","arg_5","arg_6","arg_7","arg_8","arg_9","arg_10","arg_11","arg_12","excludes_active_choice_id"
"ariel","Trigger","ariel-f-trait-3","ariel-f","5","StatusCriticalChanceBonus","0.08","","","","","","","","","","","",""
"ariel","Trigger","ariel-g-trait-3","ariel-g","1","StatusModifier","","","","","","","","","","","","",""
"ariel","Trigger","ariel-g-trait-3","ariel-g","2","SelectTargets","AllAllies","","","","","","","","","","","",""
"ariel","Trigger","ariel-g-trait-3","ariel-g","3","ConditionStatus","shield","AllAllies","","1","","","","","","","","",""
"ariel","Trigger","ariel-g-trait-3","ariel-g","4","SetDuration","0.5","","","","","","","","","","","",""
"ariel","Trigger","ariel-g-trait-3","ariel-g","5","StatusDamageBonusRate","0.10","Holy","","","","","","","","","","",""
"ariel","Trigger","ariel-i-trait-3","ariel-i","1","StatusModifier","","","","","","","","","","","","",""
"ariel","Trigger","ariel-i-trait-3","ariel-i","2","SelectTargets","Enemy","","","","","","","","","","","",""
"ariel","Trigger","ariel-i-trait-3","ariel-i","3","ConditionStatus","holy-exposure","Enemy","","1","","","","","","","","",""
"ariel","Trigger","ariel-i-trait-3","ariel-i","4","SetDuration","0.5","","","","","","","","","","","",""
"ariel","Trigger","ariel-i-trait-3","ariel-i","5","StatusFlatElementResistReduction","8","Holy","","","","","","","","","","",""
"ariel","Trigger","ariel-f@effect1","ariel-f","1","StatusModifier","","","","","","","","","","","","",""
"ariel","Trigger","ariel-f@effect1","ariel-f","2","SelectTargets","AllAllies","","","","","","","","","","","",""
"ariel","Trigger","ariel-f@effect1","ariel-f","3","SetDuration","0.5","","","","","","","","","","","",""
"ariel","Trigger","ariel-f@effect1","ariel-f","4","StatusDamageBonusRate","0.12","Holy","","","","","","","","","","",""
"ariel","Trigger","ariel-g@effect1","ariel-g","1","StatusModifier","","","","","","","","","","","","",""
"ariel","Trigger","ariel-g@effect1","ariel-g","2","SelectTargets","AllAllies","","","","","","","","","","","",""
"ariel","Trigger","ariel-g@effect1","ariel-g","3","SetDuration","0.5","","","","","","","","","","","",""
"ariel","Trigger","ariel-g@effect1","ariel-g","4","StatusShieldReceivedBonus","0.18","","","","","","","","","","","",""
"ariel","Trigger","ariel-g@effect2","ariel-g","1","ApplyShield","25","0.8","","","","","","","","","","",""
"ariel","Trigger","ariel-g@effect2","ariel-g","2","SelectTargets","AllAllies","","","","","true","","","","","","",""
"ariel","Trigger","ariel-g@effect2","ariel-g","3","SetDuration","9999","","","","","","","","","","","",""
"ariel","Trigger","ariel-h@effect1","ariel-h","1","StatusModifier","","","","","","","","","","","","",""
"ariel","Trigger","ariel-h@effect1","ariel-h","2","SelectTargets","AllAllies","","","","","","","","","","","",""
"ariel","Trigger","ariel-h@effect1","ariel-h","3","ConditionStatus","blessing","AllAllies","","1","","","","","","","","",""
"ariel","Trigger","ariel-h@effect1","ariel-h","4","SetDuration","0.5","","","","","","","","","","","",""
"ariel","Trigger","ariel-h@effect1","ariel-h","5","StatusActionSpeedBonus","0.10","","","","","","","","","","","",""
"ariel","Trigger","ariel-h@effect1","ariel-h","6","StatusDamageBonusRate","0.15","Holy","","","","","","","","","","",""
"ariel","Trigger","ariel-i@effect1","ariel-i","1","StatusModifier","","","","","","","","","","","","",""
"ariel","Trigger","ariel-i@effect1","ariel-i","2","SelectTargets","Enemy","","","","","","","","","","","",""
"ariel","Trigger","ariel-i@effect1","ariel-i","3","ConditionStatus","holy-exposure","Enemy","","1","","","","","","","","",""
"ariel","Trigger","ariel-i@effect1","ariel-i","4","SetDuration","0.5","","","","","","","","","","","",""
"ariel","Trigger","ariel-i@effect1","ariel-i","5","StatusDamageTakenBonus","0.10","","","","","","","","","","","",""
"ariel","Trigger","ariel-j@effect1","ariel-j","1","StatusModifier","","","","","","","","","","","","",""
"ariel","Trigger","ariel-j@effect1","ariel-j","2","SelectTargets","AllAllies","","","","","","","","","","","",""
"ariel","Trigger","ariel-j@effect1","ariel-j","3","ConditionStatus","shield","AllAllies","ariel-e@effect1","1","","","","","","","","",""
"ariel","Trigger","ariel-j@effect1","ariel-j","4","SetDuration","0.5","","","","","","","","","","","",""
"ariel","Trigger","ariel-j@effect1","ariel-j","5","StatusDamageBonusRate","0.20","Holy","","","","","","","","","","",""
"ariel","Trigger","ariel-j-after-e-action-speed-trigger","ariel-j","1","StatusModifier","","","","","","","","","","","","",""
"ariel","Trigger","ariel-j-after-e-action-speed-trigger","ariel-j","2","SelectTargets","AllAllies","","","","","","","","","","","",""
"ariel","Trigger","ariel-j-after-e-action-speed-trigger","ariel-j","3","SetDuration","5","","","","","","","","","","","",""
"ariel","Trigger","ariel-j-after-e-action-speed-trigger","ariel-j","4","StatusActionSpeedBonus","0.15","","","","","","","","","","","",""
"eve","Trigger","eve-f@effect1","eve-f","1","ApplyShield","0","1.2","","","","","","","","","","",""
"eve","Trigger","eve-f@effect1","eve-f","2","SelectTargets","AllAllies","Owner","Battlefield","Caster","AppliedTargets","true","","","","","","",""
"eve","Trigger","eve-f@effect1","eve-f","3","ConditionSkillAttribute","Lightning","","","","","","","","","","","",""
"eve","Trigger","eve-f@effect1","eve-f","4","SetDuration","12","","","","","","","","","","","",""
"eve","Trigger","eve-f@effect2","eve-f","1","StatusModifier","","","","","","","","","","","","",""
"eve","Trigger","eve-f@effect2","eve-f","2","SelectTargets","Enemy","Nearest","Battlefield","Caster","Center","","","","","","","",""
"eve","Trigger","eve-f@effect2","eve-f","3","ConditionStatus","shock","Enemy","","1","","","","","","","","",""
"eve","Trigger","eve-f@effect2","eve-f","4","SetDuration","0.5","","","","","","","","","","","",""
"eve","Trigger","eve-f@effect2","eve-f","5","StatusDamageTakenBonus","0.10","","","","","","","","","","","",""
"eve","Trigger","eve-f-trait-2","eve-f","1","StatusModifier","","","","","","","","","","","","",""
"eve","Trigger","eve-f-trait-2","eve-f","2","SelectTargets","Enemy","Nearest","Battlefield","Caster","Center","","","","","","","",""
"eve","Trigger","eve-f-trait-2","eve-f","3","ConditionStatus","shock","Enemy","","1","","","","","","","","",""
"eve","Trigger","eve-f-trait-2","eve-f","4","SetDuration","0.5","","","","","","","","","","","",""
"eve","Trigger","eve-f-trait-2","eve-f","5","StatusDamageTakenBonus","0.06","","","","","","","","","","","",""
"eve","Trigger","eve-f-trait-3","eve-f","1","StatusModifier","","","","","","","","","","","","",""
"eve","Trigger","eve-f-trait-3","eve-f","2","SelectTargets","AllAllies","Owner","Battlefield","Caster","AppliedTargets","","","","","","","",""
"eve","Trigger","eve-f-trait-3","eve-f","3","ConditionStatus","shield","AllAllies","","1","","","","","","","","",""
"eve","Trigger","eve-f-trait-3","eve-f","4","SetDuration","0.5","","","","","","","","","","","",""
"eve","Trigger","eve-f-trait-3","eve-f","5","StatusActionSpeedBonus","0.12","","","","","","","","","","","",""
"eve","Trigger","eve-g@effect1","eve-g","1","StatusModifier","","","","","","","","","","","","",""
"eve","Trigger","eve-g@effect1","eve-g","2","SelectTargets","AllAllies","Owner","Battlefield","Caster","AppliedTargets","","","","","","","",""
"eve","Trigger","eve-g@effect1","eve-g","3","SetDuration","0.5","","","","","","","","","","","",""
"eve","Trigger","eve-g@effect1","eve-g","4","StatusDamageBonusRate","0.08","Lightning","","","","","","","","","","",""
"eve","Trigger","eve-g@effect2","eve-g","1","StatusModifier","","","","","","","","","","","","",""
"eve","Trigger","eve-g@effect2","eve-g","2","SelectTargets","AllAllies","Owner","Battlefield","Caster","AppliedTargets","","","","","","","",""
"eve","Trigger","eve-g@effect2","eve-g","3","SetDuration","0.5","","","","","","","","","","","",""
"eve","Trigger","eve-g@effect2","eve-g","4","StatusDamageBonusRate","0.08","Ice","","","","","","","","","","",""
"eve","Trigger","eve-g-trait-2","eve-g","1","StatusModifier","","","","","","","","","","","","",""
"eve","Trigger","eve-g-trait-2","eve-g","2","SelectTargets","AllAllies","Owner","Battlefield","Caster","AppliedTargets","","","","","","","",""
"eve","Trigger","eve-g-trait-2","eve-g","3","SetDuration","0.5","","","","","","","","","","","",""
"eve","Trigger","eve-g-trait-2","eve-g","4","StatusDamageBonusRate","0.05","Lightning","","","","","","","","","","",""
"eve","Trigger","eve-g-trait-2@effect2","eve-g","1","StatusModifier","","","","","","","","","","","","",""
"eve","Trigger","eve-g-trait-2@effect2","eve-g","2","SelectTargets","AllAllies","Owner","Battlefield","Caster","AppliedTargets","","","","","","","",""
"eve","Trigger","eve-g-trait-2@effect2","eve-g","3","SetDuration","0.5","","","","","","","","","","","",""
"eve","Trigger","eve-g-trait-2@effect2","eve-g","4","StatusDamageBonusRate","0.05","Ice","","","","","","","","","","",""
"eve","Trigger","eve-h@effect1","eve-h","1","StatusModifier","","","","","","","","","","","","",""
"eve","Trigger","eve-h@effect1","eve-h","2","SelectTargets","Enemy","Nearest","Battlefield","Caster","Center","","","","","","","",""
"eve","Trigger","eve-h@effect1","eve-h","3","ConditionAnyStatus","chill;freeze","Enemy","","1","","","","","","","","",""
"eve","Trigger","eve-h@effect1","eve-h","4","SetDuration","0.5","","","","","","","","","","","",""
"eve","Trigger","eve-h@effect1","eve-h","5","StatusDamageTakenBonus","0.14","","","","","","","","","","","",""
"eve","Trigger","eve-h@effect2","eve-h","1","StatusModifier","","","","","","","","","","","","",""
"eve","Trigger","eve-h@effect2","eve-h","2","SelectTargets","AllAllies","Owner","Battlefield","Caster","AppliedTargets","","","","","","","",""
"eve","Trigger","eve-h@effect2","eve-h","3","SetDuration","0.5","","","","","","","","","","","",""
"eve","Trigger","eve-h@effect2","eve-h","4","StatusConditionalStatusChanceBonus","chill;freeze","0.10","","","","","","","","","","",""
"eve","Trigger","eve-h-trait-1","eve-h","1","StatusModifier","","","","","","","","","","","","",""
"eve","Trigger","eve-h-trait-1","eve-h","2","SelectTargets","Enemy","Nearest","Battlefield","Caster","Center","","","","","","","",""
"eve","Trigger","eve-h-trait-1","eve-h","3","ConditionAnyStatus","chill;freeze","Enemy","","1","","","","","","","","",""
"eve","Trigger","eve-h-trait-1","eve-h","4","SetDuration","0.5","","","","","","","","","","","",""
"eve","Trigger","eve-h-trait-1","eve-h","5","StatusDamageTakenBonus","0.06","","","","","","","","","","","",""
"eve","Trigger","eve-h-trait-3","eve-h","1","ApplyDamage","Ice","16","1.0","1","","","","","","","","",""
"eve","Trigger","eve-h-trait-3","eve-h","2","SelectTargets","Enemy","EventTarget","Single","EffectTarget","AppliedTargets","true","","","","","","",""
"eve","Trigger","eve-i@effect1","eve-i","1","StatusModifier","","","","","","","","","","","","",""
"eve","Trigger","eve-i@effect1","eve-i","2","SelectTargets","Enemy","Nearest","Battlefield","Caster","Center","","","","","","","",""
"eve","Trigger","eve-i@effect1","eve-i","3","ConditionStatus","shock","Enemy","","1","","","","","","","","",""
"eve","Trigger","eve-i@effect1","eve-i","4","SetDuration","0.5","","","","","","","","","","","",""
"eve","Trigger","eve-i@effect1","eve-i","5","StatusElementDamageTakenBonus","0.18","Lightning","","","","","","","","","","",""
"eve","Trigger","eve-i@effect2","eve-i","1","StatusModifier","","","","","","","","","","","","",""
"eve","Trigger","eve-i@effect2","eve-i","2","SelectTargets","Enemy","Nearest","Battlefield","Caster","Center","","","","","","","",""
"eve","Trigger","eve-i@effect2","eve-i","3","ConditionStatus","shock","Enemy","","5","","","","","","","","",""
"eve","Trigger","eve-i@effect2","eve-i","4","SetDuration","0.5","","","","","","","","","","","",""
"eve","Trigger","eve-i@effect2","eve-i","5","StatusFlatElementResistReduction","12","Lightning","","","","","","","","","","",""
"eve","Trigger","eve-i-trait-1","eve-i","1","StatusModifier","","","","","","","","","","","","",""
"eve","Trigger","eve-i-trait-1","eve-i","2","SelectTargets","Enemy","Nearest","Battlefield","Caster","Center","","","","","","","",""
"eve","Trigger","eve-i-trait-1","eve-i","3","ConditionStatus","shock","Enemy","","1","","","","","","","","",""
"eve","Trigger","eve-i-trait-1","eve-i","4","SetDuration","0.5","","","","","","","","","","","",""
"eve","Trigger","eve-i-trait-1","eve-i","5","StatusElementDamageTakenBonus","0.08","Lightning","","","","","","","","","","",""
"eve","Trigger","eve-i-trait-2","eve-i","1","StatusModifier","","","","","","","","","","","","",""
"eve","Trigger","eve-i-trait-2","eve-i","2","SelectTargets","Enemy","Nearest","Battlefield","Caster","Center","","","","","","","",""
"eve","Trigger","eve-i-trait-2","eve-i","3","ConditionStatus","shock","Enemy","","5","","","","","","","","",""
"eve","Trigger","eve-i-trait-2","eve-i","4","SetDuration","0.5","","","","","","","","","","","",""
"eve","Trigger","eve-i-trait-2","eve-i","5","StatusFlatElementResistReduction","6","Lightning","","","","","","","","","","",""
"eve","Trigger","eve-j@effect1","eve-j","1","StatusModifier","","","","","","","","","","","","",""
"eve","Trigger","eve-j@effect1","eve-j","2","SelectTargets","Enemy","Nearest","Battlefield","Caster","Center","","","","","","","",""
"eve","Trigger","eve-j@effect1","eve-j","3","ConditionStatus","vulnerable","Enemy","","1","","","","","","","","",""
"eve","Trigger","eve-j@effect1","eve-j","4","SetDuration","0.5","","","","","","","","","","","",""
"eve","Trigger","eve-j@effect1","eve-j","5","StatusDamageTakenBonus","0.12","","","","","","","","","","","",""
"eve","Trigger","eve-j@effect2","eve-j","1","StatusModifier","","","","","","","","","","","","",""
"eve","Trigger","eve-j@effect2","eve-j","2","SelectTargets","Enemy","Nearest","Battlefield","Caster","Center","","","","","","","",""
"eve","Trigger","eve-j@effect2","eve-j","3","ConditionStatus","vulnerable","Enemy","","1","","","","","","","","",""
"eve","Trigger","eve-j@effect2","eve-j","4","SetDuration","0.5","","","","","","","","","","","",""
"eve","Trigger","eve-j@effect2","eve-j","5","StatusFlatElementResistReduction","8","Physical","","","","","","","","","","",""
"eve","Trigger","eve-j@effect3","eve-j","1","StatusModifier","","","","","","","","","","","","",""
"eve","Trigger","eve-j@effect3","eve-j","2","SelectTargets","Enemy","Nearest","Battlefield","Caster","Center","","","","","","","",""
"eve","Trigger","eve-j@effect3","eve-j","3","ConditionStatus","vulnerable","Enemy","","1","","","","","","","","",""
"eve","Trigger","eve-j@effect3","eve-j","4","SetDuration","0.5","","","","","","","","","","","",""
"eve","Trigger","eve-j@effect3","eve-j","5","StatusFlatElementResistReduction","8","Fire","","","","","","","","","","",""
"eve","Trigger","eve-j@effect4","eve-j","1","StatusModifier","","","","","","","","","","","","",""
"eve","Trigger","eve-j@effect4","eve-j","2","SelectTargets","Enemy","Nearest","Battlefield","Caster","Center","","","","","","","",""
"eve","Trigger","eve-j@effect4","eve-j","3","ConditionStatus","vulnerable","Enemy","","1","","","","","","","","",""
"eve","Trigger","eve-j@effect4","eve-j","4","SetDuration","0.5","","","","","","","","","","","",""
"eve","Trigger","eve-j@effect4","eve-j","5","StatusFlatElementResistReduction","8","Lightning","","","","","","","","","","",""
"eve","Trigger","eve-j@effect5","eve-j","1","StatusModifier","","","","","","","","","","","","",""
"eve","Trigger","eve-j@effect5","eve-j","2","SelectTargets","Enemy","Nearest","Battlefield","Caster","Center","","","","","","","",""
"eve","Trigger","eve-j@effect5","eve-j","3","ConditionStatus","vulnerable","Enemy","","1","","","","","","","","",""
"eve","Trigger","eve-j@effect5","eve-j","4","SetDuration","0.5","","","","","","","","","","","",""
"eve","Trigger","eve-j@effect5","eve-j","5","StatusFlatElementResistReduction","8","Ice","","","","","","","","","","",""
"eve","Trigger","eve-j@effect6","eve-j","1","StatusModifier","","","","","","","","","","","","",""
"eve","Trigger","eve-j@effect6","eve-j","2","SelectTargets","Enemy","Nearest","Battlefield","Caster","Center","","","","","","","",""
"eve","Trigger","eve-j@effect6","eve-j","3","ConditionStatus","vulnerable","Enemy","","1","","","","","","","","",""
"eve","Trigger","eve-j@effect6","eve-j","4","SetDuration","0.5","","","","","","","","","","","",""
"eve","Trigger","eve-j@effect6","eve-j","5","StatusFlatElementResistReduction","8","Darkness","","","","","","","","","","",""
"eve","Trigger","eve-j@effect7","eve-j","1","StatusModifier","","","","","","","","","","","","",""
"eve","Trigger","eve-j@effect7","eve-j","2","SelectTargets","Enemy","Nearest","Battlefield","Caster","Center","","","","","","","",""
"eve","Trigger","eve-j@effect7","eve-j","3","ConditionStatus","vulnerable","Enemy","","1","","","","","","","","",""
"eve","Trigger","eve-j@effect7","eve-j","4","SetDuration","0.5","","","","","","","","","","","",""
"eve","Trigger","eve-j@effect7","eve-j","5","StatusFlatElementResistReduction","8","Holy","","","","","","","","","","",""
"eve","Trigger","eve-j-trait-1","eve-j","1","StatusModifier","","","","","","","","","","","","",""
"eve","Trigger","eve-j-trait-1","eve-j","2","SelectTargets","Enemy","Nearest","Battlefield","Caster","Center","","","","","","","",""
"eve","Trigger","eve-j-trait-1","eve-j","3","ConditionStatus","vulnerable","Enemy","","1","","","","","","","","",""
"eve","Trigger","eve-j-trait-1","eve-j","4","SetDuration","0.5","","","","","","","","","","","",""
"eve","Trigger","eve-j-trait-1","eve-j","5","StatusDamageTakenBonus","0.06","","","","","","","","","","","",""
"eve","Trigger","eve-j-trait-2","eve-j","1","StatusModifier","","","","","","","","","","","","",""
"eve","Trigger","eve-j-trait-2","eve-j","2","SelectTargets","Enemy","Nearest","Battlefield","Caster","Center","","","","","","","",""
"eve","Trigger","eve-j-trait-2","eve-j","3","ConditionStatus","vulnerable","Enemy","","1","","","","","","","","",""
"eve","Trigger","eve-j-trait-2","eve-j","4","SetDuration","0.5","","","","","","","","","","","",""
"eve","Trigger","eve-j-trait-2","eve-j","5","StatusFlatElementResistReduction","4","Physical","","","","","","","","","","",""
"eve","Trigger","eve-j-trait-2@effect2","eve-j","1","StatusModifier","","","","","","","","","","","","",""
"eve","Trigger","eve-j-trait-2@effect2","eve-j","2","SelectTargets","Enemy","Nearest","Battlefield","Caster","Center","","","","","","","",""
"eve","Trigger","eve-j-trait-2@effect2","eve-j","3","ConditionStatus","vulnerable","Enemy","","1","","","","","","","","",""
"eve","Trigger","eve-j-trait-2@effect2","eve-j","4","SetDuration","0.5","","","","","","","","","","","",""
"eve","Trigger","eve-j-trait-2@effect2","eve-j","5","StatusFlatElementResistReduction","4","Fire","","","","","","","","","","",""
"eve","Trigger","eve-j-trait-2@effect3","eve-j","1","StatusModifier","","","","","","","","","","","","",""
"eve","Trigger","eve-j-trait-2@effect3","eve-j","2","SelectTargets","Enemy","Nearest","Battlefield","Caster","Center","","","","","","","",""
"eve","Trigger","eve-j-trait-2@effect3","eve-j","3","ConditionStatus","vulnerable","Enemy","","1","","","","","","","","",""
"eve","Trigger","eve-j-trait-2@effect3","eve-j","4","SetDuration","0.5","","","","","","","","","","","",""
"eve","Trigger","eve-j-trait-2@effect3","eve-j","5","StatusFlatElementResistReduction","4","Lightning","","","","","","","","","","",""
"eve","Trigger","eve-j-trait-2@effect4","eve-j","1","StatusModifier","","","","","","","","","","","","",""
"eve","Trigger","eve-j-trait-2@effect4","eve-j","2","SelectTargets","Enemy","Nearest","Battlefield","Caster","Center","","","","","","","",""
"eve","Trigger","eve-j-trait-2@effect4","eve-j","3","ConditionStatus","vulnerable","Enemy","","1","","","","","","","","",""
"eve","Trigger","eve-j-trait-2@effect4","eve-j","4","SetDuration","0.5","","","","","","","","","","","",""
"eve","Trigger","eve-j-trait-2@effect4","eve-j","5","StatusFlatElementResistReduction","4","Ice","","","","","","","","","","",""
"eve","Trigger","eve-j-trait-2@effect5","eve-j","1","StatusModifier","","","","","","","","","","","","",""
"eve","Trigger","eve-j-trait-2@effect5","eve-j","2","SelectTargets","Enemy","Nearest","Battlefield","Caster","Center","","","","","","","",""
"eve","Trigger","eve-j-trait-2@effect5","eve-j","3","ConditionStatus","vulnerable","Enemy","","1","","","","","","","","",""
"eve","Trigger","eve-j-trait-2@effect5","eve-j","4","SetDuration","0.5","","","","","","","","","","","",""
"eve","Trigger","eve-j-trait-2@effect5","eve-j","5","StatusFlatElementResistReduction","4","Darkness","","","","","","","","","","",""
"eve","Trigger","eve-j-trait-2@effect6","eve-j","1","StatusModifier","","","","","","","","","","","","",""
"eve","Trigger","eve-j-trait-2@effect6","eve-j","2","SelectTargets","Enemy","Nearest","Battlefield","Caster","Center","","","","","","","",""
"eve","Trigger","eve-j-trait-2@effect6","eve-j","3","ConditionStatus","vulnerable","Enemy","","1","","","","","","","","",""
"eve","Trigger","eve-j-trait-2@effect6","eve-j","4","SetDuration","0.5","","","","","","","","","","","",""
"eve","Trigger","eve-j-trait-2@effect6","eve-j","5","StatusFlatElementResistReduction","4","Holy","","","","","","","","","","",""
"rin","Trigger","rin-f@effect1","rin-f","1","StatusModifier","","","","","","","","","","","","",""
"rin","Trigger","rin-f@effect1","rin-f","2","SelectTargets","AllAllies","Owner","Battlefield","Caster","Center","","","","","","","",""
"rin","Trigger","rin-f@effect1","rin-f","3","SetDuration","0.5","","","","","","","","","","","",""
"rin","Trigger","rin-f@effect1","rin-f","4","StatusDamageBonusRate","0.12","Physical","","","","","","","","","","",""
"rin","Trigger","rin-f-trait-1","rin-f","1","StatusModifier","","","","","","","","","","","","",""
"rin","Trigger","rin-f-trait-1","rin-f","2","SelectTargets","AllAllies","Owner","Battlefield","Caster","Center","","","","","","","",""
"rin","Trigger","rin-f-trait-1","rin-f","3","SetDuration","0.5","","","","","","","","","","","",""
"rin","Trigger","rin-f-trait-1","rin-f","4","StatusDamageBonusRate","0.06","Physical","","","","","","","","","","",""
"rin","Trigger","rin-g@effect1","rin-g","1","StatusModifier","","","","","","","","","","","","",""
"rin","Trigger","rin-g@effect1","rin-g","2","SelectTargets","AllAllies","Owner","Battlefield","Caster","Center","","","","","","","",""
"rin","Trigger","rin-g@effect1","rin-g","3","ConditionStatus","action-speed-up","AllAllies","","1","","","","","","","","",""
"rin","Trigger","rin-g@effect1","rin-g","4","SetDuration","0.5","","","","","","","","","","","",""
"rin","Trigger","rin-g@effect1","rin-g","5","StatusAttackPowerBonus","0.14","","","","","","","","","","","",""
"rin","Trigger","rin-g@effect1","rin-g","6","StatusActionSpeedBonus","0.08","","","","","","","","","","","",""
"rin","Trigger","rin-g-trait-1","rin-g","1","StatusModifier","","","","","","","","","","","","",""
"rin","Trigger","rin-g-trait-1","rin-g","2","SelectTargets","AllAllies","Owner","Battlefield","Caster","Center","","","","","","","",""
"rin","Trigger","rin-g-trait-1","rin-g","3","ConditionStatus","action-speed-up","AllAllies","","1","","","","","","","","",""
"rin","Trigger","rin-g-trait-1","rin-g","4","SetDuration","0.5","","","","","","","","","","","",""
"rin","Trigger","rin-g-trait-1","rin-g","5","StatusAttackPowerBonus","0.08","","","","","","","","","","","",""
"rin","Trigger","rin-g-trait-2","rin-g","1","StatusModifier","","","","","","","","","","","","",""
"rin","Trigger","rin-g-trait-2","rin-g","2","SelectTargets","AllAllies","Owner","Battlefield","Caster","Center","","","","","","","",""
"rin","Trigger","rin-g-trait-2","rin-g","3","ConditionStatus","action-speed-up","AllAllies","","1","","","","","","","","",""
"rin","Trigger","rin-g-trait-2","rin-g","4","SetDuration","0.5","","","","","","","","","","","",""
"rin","Trigger","rin-g-trait-2","rin-g","5","StatusCriticalChanceBonus","0.06","","","","","","","","","","","",""
"rin","Trigger","rin-i@effect1","rin-i","1","StatusModifier","","","","","","","","","","","","",""
"rin","Trigger","rin-i@effect1","rin-i","2","SelectTargets","Enemy","Owner","Battlefield","Caster","Center","","","","","","","",""
"rin","Trigger","rin-i@effect1","rin-i","3","ConditionHealthRatioMax","0.35","","","","","","","","","","","",""
"rin","Trigger","rin-i@effect1","rin-i","4","SetDuration","0.5","","","","","","","","","","","",""
"rin","Trigger","rin-i@effect1","rin-i","5","StatusDamageTakenBonus","0.16","","","","","","","","","","","",""
"rin","Trigger","rin-i-trait-1","rin-i","1","StatusModifier","","","","","","","","","","","","",""
"rin","Trigger","rin-i-trait-1","rin-i","2","SelectTargets","Enemy","Owner","Battlefield","Caster","Center","","","","","","","",""
"rin","Trigger","rin-i-trait-1","rin-i","3","ConditionHealthRatioMax","0.35","","","","","","","","","","","",""
"rin","Trigger","rin-i-trait-1","rin-i","4","SetDuration","0.5","","","","","","","","","","","",""
"rin","Trigger","rin-i-trait-1","rin-i","5","StatusDamageTakenBonus","0.08","","","","","","","","","","","",""
"rin","Trigger","rin-i-finishing-kill-action-speed","rin-i","1","StatusModifier","","","","","","","","","","","","",""
