"monster_id","owner_kind","owner_id","target_skill_id","node_order","node_type_id","arg_1","arg_2","arg_3","arg_4","arg_5","arg_6","arg_7","arg_8","arg_9","arg_10","arg_11","arg_12","excludes_active_choice_id"
"rin","Choice","d-trait-5","rin-d","1","TargetPredicateDamageMultiplier","is_boss","1.25","","","","","","","","","","",""
"rin","Choice","d-master-1","rin-d","1","ExecuteCritChanceBonus","0.50","","","","","","","","","","","",""
"rin","Choice","d-master-1","rin-d","2","CooldownReset","true","","","","","","","","","","","",""
"rin","Choice","d-master-2","rin-d","1","DamageMultiplier","1.9","","","","","","","","","","","",""
"rin","Choice","d-master-2","rin-d","2","TargetHealthRatioThresholdBonus","-0.10","","","","","","","","","","","",""
"rin","Choice","d-master-2","rin-d","3","CooldownMultiplier","1.25","","","","","","","","","","","",""
"rin","Choice","d-master-2","rin-d","4","AdditionalDamage","0.70","","1","Darkness","HitTarget","","","","","","","",""
"rin","Choice","e-trait-1","rin-e","1","DamageMultiplier","1.3","","","","","","","","","","","",""
"rin","Choice","e-trait-2","rin-e","1","RadiusMultiplier","1.25","","","","","","","","","","","",""
"rin","Choice","e-trait-3","rin-e","1","CooldownMultiplier","0.8","","","","","","","","","","","",""
"rin","Choice","e-trait-4","rin-e","1","CoreDamageMultiplier","CoreHitBox","1.5","","","","","","","","","","",""
"rin","Choice","e-trait-5","rin-e","1","HitCountCooldownRefund","rin-b","3","0.20","","","","","","","","","",""
"rin","Choice","e-master-1","rin-e","1","RadiusMultiplier","0.8","","","","","","","","","","","",""
"rin","Choice","e-master-1","rin-e","2","DamageMultiplier","2.0","","","","","","","","","","","",""
"rin","Choice","e-master-1","rin-e","3","CoreAdditionalDamage","CoreHitBox","1","1.0","Fire","","","","","","","","",""
"rin","Choice","e-master-2","rin-e","1","RadiusMultiplier","1.5","","","","","","","","","","","",""
"rin","Choice","e-master-2","rin-e","2","DamageMultiplier","1.35","","","","","","","","","","","",""
"rin","Choice","e-master-2","rin-e","3","AdditionalDamage","0.45","","1","Darkness","HitTarget","","","","","","","",""
"vega","Choice","d-trait-1","vega-d","1","DamageMultiplier","1.25","","","","","","","","","","","",""
"vega","Choice","d-trait-2","vega-d","1","RadiusMultiplier","1.25","","","","","","","","","","","",""
"vega","Choice","d-trait-3","vega-d","1","CooldownMultiplier","0.8","","","","","","","","","","","",""
"vega","Choice","d-trait-4","vega-d","1","ConditionalDamageMultiplier","name-mark","10","1.3","","","","","","","","","",""
"vega","Choice","d-trait-5","vega-d","1","StatusStackAmountSet","name-mark","1","","","","","","","","","","",""
"vega","Choice","d-master-1","vega-d","1","DamageMultiplier","0.65","","","","","","","","","","","",""
"vega","Choice","d-master-1","vega-d","2","RepeatPerTarget","2","0.15","0.6","","","","","","","","","",""
"vega","Choice","d-master-2","vega-d","1","DamageMultiplier","1.3","","","","","","","","","","","",""
"vega","Choice","d-master-2","vega-d","2","CooldownMultiplier","1.2","","","","","","","","","","","",""
"vega","Choice","d-master-2","vega-d","3","RadiusMultiplier","1.5","","","","","","","","","","","",""
"vega","Choice","e-trait-1","vega-e","1","DamageMultiplier","1.25","","","","","","","","","","","",""
"vega","Choice","e-trait-2","vega-e","1","TargetStatusStackDamageMultiplier","1.25","","","","","","","","","","","",""
"vega","Choice","e-trait-3","vega-e","1","CooldownMultiplier","0.8","","","","","","","","","","","",""
"vega","Choice","e-trait-4","vega-e","1","TargetStatusCritBonus","name-mark","0.35","","20","","","","","","","","",""
"vega","Choice","e-trait-5","vega-e","1","RedistributeConsumedStatus","name-mark","0.25","5","0","3","","","","","","","",""
"vega","Choice","e-master-1","vega-e","1","TargetStatusStackDamageMultiplier","1.8","","","","","","","","","","","",""
"vega","Choice","e-master-1","vega-e","2","ConsumeTargetStatusRatioOverride","1","","","","","","","","","","","",""
"vega","Choice","e-master-2","vega-e","1","DamageMultiplier","0.8","","","","","","","","","","","",""
"vega","Choice","e-master-2","vega-e","2","CooldownRefundBonus","0.7","","","","","","","","","","","",""
"ariel","Trigger","c-master-1","ariel-c","1","ApplyStatus","blessing","","","","","","","","","","","",""
"ariel","Trigger","c-master-1","ariel-c","2","SelectTargets","AllAllies","Owner","Battlefield","","AppliedTargets","","","","","","","",""
"ariel","Trigger","c-master-1","ariel-c","3","ShowVisual","Assets/Image/Monster/ariel/SkillEffect/ChatGPT Image 2026년 5월 22일 오전 01_06_44-Photoroom 1.png","Assets/Image/Monster/ariel/SkillEffect/ChatGPT Image 2026년 5월 22일 오전 01_06_44-Photoroom 1.controller","0.3182","0","","","","","","","","",""
"ariel","Trigger","c-master-1","ariel-c","4","SetDuration","4","","","","","","","","","","","",""
"ariel","Trigger","c-master-1","ariel-c","5","StatusSpellPowerBonus","0.18","","","","","","","","","","","",""
"ariel","Trigger","c-master-2","ariel-c","1","ApplyDamage","Holy","28","1.2","0.6","3","","","","","","","",""
"ariel","Trigger","c-master-2","ariel-c","2","SelectTargets","","","Circle","","","","","","","","","",""
"ariel","Trigger","c-master-2","ariel-c","3","ShowVisual","Assets/Image/Monster/ariel/SkillEffect/ChatGPT Image 2026년 5월 22일 오전 12_15_03-Photoroom 1.png","Assets/Image/Monster/ariel/SkillEffect/ChatGPT Image 2026년 5월 22일 오전 12_15_03-Photoroom 1.controller","1.4438237","0","3.07","3.16","","","","","","",""
"ariel","Trigger","c-master-2","ariel-c","4","SetDuration","1","","","","","","","","","","","",""
"ariel","Trigger","c-trait-5","ariel-c","1","ApplyStatus","blessing","","","","","","","","","","","",""
"ariel","Trigger","c-trait-5","ariel-c","2","SelectTargets","AllAllies","Owner","Battlefield","","AppliedTargets","","","","","","","",""
"ariel","Trigger","c-trait-5","ariel-c","3","ConditionStatus","shield","AllAllies","","1","","","","","","","","",""
"ariel","Trigger","c-trait-5","ariel-c","4","SetDuration","4","","","","","","","","","","","",""
"ariel","Trigger","c-trait-5","ariel-c","5","StatusDamageBonusRate","0.1","Holy","","","","","","","","","","",""
"ariel","Trigger","e-master-1","ariel-e","1","StatusModifier","","","","","","","","","","","","",""
"ariel","Trigger","e-master-1","ariel-e","2","SelectTargets","AllAllies","Owner","Battlefield","","AppliedTargets","","","","","","","",""
"ariel","Trigger","e-master-1","ariel-e","3","SetDuration","5","","","","","","","","","","","",""
"ariel","Trigger","e-master-1","ariel-e","4","StatusDamageTakenBonus","-0.18","","","","","","","","","","","",""
"ariel","Choice","e-trait-4","ariel-e","1","ConditionalDamageMultiplier","holy-exposure","1","1.5","","","","","","","","","",""
"ariel","Trigger","e-trait-4","ariel-e","1","ConditionStatus","holy-exposure","Enemy","","1","","","","","","","","",""
"ariel","Trigger","e-trait-5","ariel-e","1","ExtendStatusDuration","shield","","","","","","","","","","","",""
"ariel","Trigger","e-trait-5","ariel-e","2","SelectTargets","AllAllies","Owner","Battlefield","","AppliedTargets","","","","","","","",""
"ariel","Trigger","e-trait-5","ariel-e","3","SetDuration","3","","","","","","","","","","","",""
"ariel","Trigger","c@effect1","ariel-c","1","ApplyStatus","blessing","","","","","","","","","","","","ariel-c-master-1"
"ariel","Trigger","c@effect1","ariel-c","2","SelectTargets","AllAllies","Owner","Battlefield","","AppliedTargets","","","","","","","",""
"ariel","Trigger","c@effect1","ariel-c","3","ShowVisual","Assets/Image/Monster/ariel/SkillEffect/ChatGPT Image 2026년 5월 22일 오전 01_06_44-Photoroom 1.png","Assets/Image/Monster/ariel/SkillEffect/ChatGPT Image 2026년 5월 22일 오전 01_06_44-Photoroom 1.controller","0.3182","0","","","","","","","","",""
"ariel","Trigger","c@effect1","ariel-c","4","SetDuration","4","","","","","","","","","","","",""
"ariel","Trigger","c@effect1","ariel-c","5","StatusActionSpeedBonus","0.12","","","","","","","","","","","",""
"ariel","Trigger","e@effect1","ariel-e","1","ApplyShield","50","1.6","","","","","","","","","","",""
"ariel","Trigger","e@effect1","ariel-e","2","SelectTargets","AllAllies","Owner","Battlefield","","AppliedTargets","","","","","","","",""
"ariel","Trigger","e@effect1","ariel-e","3","ShowVisual","Assets/Image/Monster/ariel/SkillEffect/ChatGPT Image 2026년 5월 15일 오후 05_27_46-Photoroom 1.png","Assets/Image/Monster/ariel/SkillEffect/ChatGPT Image 2026년 5월 15일 오후 05_27_46-Photoroom 1.controller","0.3431","-10","","","","","","","","",""
"ariel","Trigger","e@effect1","ariel-e","4","SetDuration","6","","","","","","","","","","","",""
"eve","Trigger","d-trait-4","eve-d","1","ApplyStatus","shock","","","","","","","","","","","",""
"eve","Trigger","d-trait-4","eve-d","2","SelectTargets","","EventTarget","","EffectTarget","AppliedTargets","","","","","","","",""
"rin","Trigger","e-master-2","rin-e","1","ApplyStatus","slow","","","","","","","","","","","",""
"rin","Trigger","e-master-2","rin-e","2","SelectTargets","Enemy","Nearest","Single","EffectTarget","AppliedTargets","","","","","","","",""
"rin","Trigger","e-master-2","rin-e","3","SetDuration","2","","","","","","","","","","","",""
"rin","Trigger","e-master-2","rin-e","4","StatusMoveSpeedBonus","-0.25","","","","","","","","","","","",""
"vega","Trigger","i-area-vulnerability-base","vega-d","1","StatusModifier","","same_source_refresh","","","","","","","","","","",""
"vega","Trigger","i-area-vulnerability-base","vega-d","2","SelectTargets","Enemy","EventTarget","Single","EffectTarget","AppliedTargets","false","false","","","","","",""
"vega","Trigger","i-area-vulnerability-base","vega-d","3","SetDuration","4","","","","","","","","","","","",""
"vega","Trigger","i-area-vulnerability-base","vega-d","4","StatusRuntimeKindFilter","Area","","","","","","","","","","","",""
"vega","Trigger","i-area-vulnerability-base","vega-d","5","StatusDamageTakenBonus","0.15","","","","","","","","","","","",""
"vega","Trigger","i-area-vulnerability-trait2","vega-d","1","StatusModifier","","same_source_refresh","","","","","","","","","","",""
"vega","Trigger","i-area-vulnerability-trait2","vega-d","2","SelectTargets","Enemy","EventTarget","Single","EffectTarget","AppliedTargets","false","false","","","","","",""
"vega","Trigger","i-area-vulnerability-trait2","vega-d","3","SetDuration","6","","","","","","","","","","","",""
"vega","Trigger","i-area-vulnerability-trait2","vega-d","4","StatusRuntimeKindFilter","Area","","","","","","","","","","","",""
"vega","Trigger","i-area-vulnerability-trait2","vega-d","5","StatusDamageTakenBonus","0.15","","","","","","","","","","","",""
"vega","Trigger","i-area-vulnerability-trait1","vega-d","1","StatusModifier","","same_source_refresh","","","","","","","","","","",""
"vega","Trigger","i-area-vulnerability-trait1","vega-d","2","SelectTargets","Enemy","EventTarget","Single","EffectTarget","AppliedTargets","false","false","","","","","",""
"vega","Trigger","i-area-vulnerability-trait1","vega-d","3","SetDuration","4","","","","","","","","","","","",""
"vega","Trigger","i-area-vulnerability-trait1","vega-d","4","StatusRuntimeKindFilter","Area","","","","","","","","","","","",""
"vega","Trigger","i-area-vulnerability-trait1","vega-d","5","StatusDamageTakenBonus","0.07","","","","","","","","","","","",""
"vega","Trigger","i-area-vulnerability-trait1-trait2","vega-d","1","StatusModifier","","same_source_refresh","","","","","","","","","","",""
"vega","Trigger","i-area-vulnerability-trait1-trait2","vega-d","2","SelectTargets","Enemy","EventTarget","Single","EffectTarget","AppliedTargets","false","false","","","","","",""
"vega","Trigger","i-area-vulnerability-trait1-trait2","vega-d","3","SetDuration","6","","","","","","","","","","","",""
"vega","Trigger","i-area-vulnerability-trait1-trait2","vega-d","4","StatusRuntimeKindFilter","Area","","","","","","","","","","","",""
"vega","Trigger","i-area-vulnerability-trait1-trait2","vega-d","5","StatusDamageTakenBonus","0.07","","","","","","","","","","","",""
"vega","Trigger","i-area-vulnerability-trait3","vega-d","1","StatusModifier","","same_source_refresh","","","","","","","","","","",""
"vega","Trigger","i-area-vulnerability-trait3","vega-d","2","SelectTargets","Enemy","EventTarget","Single","EffectTarget","AppliedTargets","false","false","","","","","",""
"vega","Trigger","i-area-vulnerability-trait3","vega-d","3","SetDuration","4","","","","","","","","","","","",""
"vega","Trigger","i-area-vulnerability-trait3","vega-d","4","StatusRuntimeKindFilter","Area","","","","","","","","","","","",""
"vega","Trigger","i-area-vulnerability-trait3","vega-d","5","ConditionStatus","name-mark","Enemy","","10","","","","","","","","",""
"vega","Trigger","i-area-vulnerability-trait3","vega-d","6","StatusDamageTakenBonus","0.10","","","","","","","","","","","",""
"vega","Trigger","i-area-vulnerability-trait3-trait2","vega-d","1","StatusModifier","","same_source_refresh","","","","","","","","","","",""
"vega","Trigger","i-area-vulnerability-trait3-trait2","vega-d","2","SelectTargets","Enemy","EventTarget","Single","EffectTarget","AppliedTargets","false","false","","","","","",""
"vega","Trigger","i-area-vulnerability-trait3-trait2","vega-d","3","SetDuration","6","","","","","","","","","","","",""
"vega","Trigger","i-area-vulnerability-trait3-trait2","vega-d","4","StatusRuntimeKindFilter","Area","","","","","","","","","","","",""
"vega","Trigger","i-area-vulnerability-trait3-trait2","vega-d","5","ConditionStatus","name-mark","Enemy","","10","","","","","","","","",""
"vega","Trigger","i-area-vulnerability-trait3-trait2","vega-d","6","StatusDamageTakenBonus","0.10","","","","","","","","","","","",""
"vega","Trigger","j-survive-target-base","vega-e","1","StatusModifier","","same_source_refresh","","","","","","","","","","",""
"vega","Trigger","j-survive-target-base","vega-e","2","SelectTargets","Enemy","EventTarget","Single","EffectTarget","AppliedTargets","false","false","","","","","",""
"vega","Trigger","j-survive-target-base","vega-e","3","SetDuration","5","","","","","","","","","","","",""
"vega","Trigger","j-survive-target-base","vega-e","4","StatusDamageTakenBonus","0.10","","","","","","","","","","","",""
"vega","Trigger","j-survive-target-trait2","vega-e","1","StatusModifier","","same_source_refresh","","","","","","","","","","",""
"vega","Trigger","j-survive-target-trait2","vega-e","2","SelectTargets","Enemy","EventTarget","Single","EffectTarget","AppliedTargets","false","false","","","","","",""
"vega","Trigger","j-survive-target-trait2","vega-e","3","SetDuration","5","","","","","","","","","","","",""
"vega","Trigger","j-survive-target-trait2","vega-e","4","StatusDamageTakenBonus","0.15","","","","","","","","","","","",""
"ariel","Trigger","d-master2-mark-expire-burst","ariel-d","1","ApplyDamage","Holy","0","0","","0","","","TrackedIncomingDamage","0.2","Holy","","",""
"ariel","Trigger","d-master2-mark-expire-burst","ariel-d","2","SelectTargets","Enemy","EventTarget","Single","EffectTarget","","","","1","","","","",""
"rin","Trigger","d-master1-kill-burst","rin-d","1","ApplyDamage","Holy","45","","0.9","0","2.4","","Fixed","0","","","",""
"rin","Trigger","d-master1-kill-burst","rin-d","2","SelectTargets","Enemy","EventTarget","Circle","EffectTarget","","","true","","","","","",""
"rin","Trigger","d-master1-kill-burst","rin-d","3","ShowVisual","Assets/Image/Monster/Rin/Legacy/Effect_Sprite/2-5-1.png","","1","0","3.9373517","3.788869","","","","","","",""
"rin","Trigger","d-master1-kill-burst","rin-d","4","SetDuration","1","","","","","","","","","","","",""
"spirit-king","Skill","spirit-king-spirit-bombardment","spirit-king-spirit-bombardment","1","RepeatPerTarget","2","0.1","1","","","","","","","","","",""
