"monster_name","owner_kind","owner_name","target_skill_name","node_order","node_type_name","arg_1","arg_2","arg_3","arg_4","arg_5","arg_6","arg_7","arg_8","arg_9","arg_10","arg_11","arg_12","excludes_active_choice_name"
"sein","Choice","c-trait-1","sein-c","1","DamageMultiplier","1.3","","","","","","","","","","","",""
"sein","Choice","c-trait-2","sein-c","1","RadiusMultiplier","1.25","","","","","","","","","","","",""
"sein","Choice","c-trait-3","sein-c","1","CooldownMultiplier","0.8","","","","","","","","","","","",""
"sein","Choice","c-trait-4","sein-c","1","DamageDelayMultiplier","0.6","","","","","","","","","","","",""
"sein","Choice","c-trait-5","sein-c","1","ConditionalDamageMultiplier","sein-a-hit-mark","1","1.35","","","","","","","","","",""
"vega","Choice","a-trait-1","vega-a","1","DamageMultiplier","1.2","","","","","","","","","","","",""
"vega","Choice","a-trait-2","vega-a","1","MagazineBonus","2","","","","","","","","","","","",""
"vega","Choice","a-trait-3","vega-a","1","ReloadTimeMultiplier","0.8","","","","","","","","","","","",""
"vega","Choice","a-trait-4","vega-a","1","BurstDamageRule","0","1.5","","","","","","","","","","",""
"vega","Choice","a-trait-5","vega-a","1","ConditionalDamageMultiplier","name-mark","10","1.25","","","","","","","","","",""
"vega","Choice","a-master-1","vega-a","1","FollowUpProjectile","1","0","0.45","","","","","","","","","",""
"ariel","Trigger","a-master-2","ariel-a","1","ApplyStatus","holy-exposure","","","","","","","","","","","",""
"ariel","Trigger","a-master-2","ariel-a","2","SelectTargets","","EventTarget","","EffectTarget","AppliedTargets","","","","","","","",""
"sein","Trigger","c-master-1","sein-c","1","ApplyDamage","Fire","38","0","0.25","1.2","1.8","0.5","","","","","",""
"sein","Trigger","c-master-1","sein-c","2","SelectTargets","Enemy","Nearest","Circle","EffectTarget","Center","","","","","","","",""
"sein","Trigger","c-master-1","sein-c","3","SetDuration","1.5","","","","","","","","","","","",""
"sein","Trigger","c-master-1","sein-c","4","ShowVisual","Assets/Image/Monster/Sein/SkillEffect/Sprite/C-1.png","Assets/Image/Monster/Sein/SkillEffect/Sprite/C-1.controller","1","0","3.8611279","2.2587402","","","","","","",""
"sein","Trigger","c-master-2","sein-c","1","ApplyDamage","Fire","38","0","0.4","0","1.8","","","","","","",""
"sein","Trigger","c-master-2","sein-c","2","SelectTargets","Enemy","EventTarget","Single","EffectTarget","Center","true","","","","","","",""
"sein","Trigger","c-master-2","sein-c","3","ShowVisual","Assets/Image/Monster/Sein/SkillEffect/Sprite/1.png","Assets/Image/Monster/Sein/SkillEffect/Sprite/1.controller","1","0","","","","","","","","",""
"sein","Trigger","c-master-2","sein-c","4","SetDuration","1","","","","","","","","","","","",""
"vega","Trigger","a-master2-kill-transfer","vega-a","1","ApplyDamage","Physical","","","","","0.5","","","","","","",""
"vega","Trigger","a-master2-kill-transfer","vega-a","2","SelectTargets","Enemy","Nearest","Single","NearestEnemy","AppliedTargets","false","false","","","","","",""
"vega","Trigger","a-master2-kill-transfer","vega-a","3","ShowVisual","Assets/Image/Monster/Vega/SkillEffect/Sprite/D_1.png","Assets/Image/Monster/Vega/SkillEffect/Sprite/D_1.controller","0.19792499","0","","","","","","","","",""
"vega","Trigger","a-master2-kill-transfer","vega-a","4","AttachStatusPayload","name-mark","1","이름표식","0","0","3","","","","","","",""
"vega","Trigger","a-master2-kill-transfer","vega-a","5","SetDuration","1","","","","","","","","","","","",""
"ariel","Trigger","a-master2-holy-exposure-on-hit","ariel-a","1","ApplyStatus","holy-exposure","","","","","","","","","","","",""
"ariel","Trigger","a-master2-holy-exposure-on-hit","ariel-a","2","SelectTargets","","EventTarget","","EffectTarget","AppliedTargets","","","","","","","",""
"ariel","Trigger","a-master1-last-shot-explosion","ariel-a","1","ApplyDamage","Holy","18","1","","3","","","Fixed","0","","","",""
"ariel","Trigger","a-master1-last-shot-explosion","ariel-a","2","SelectTargets","Enemy","Nearest","Circle","PrimarySkillCenter","","","true","","","","","",""
"ariel","Trigger","a-master1-last-shot-explosion","ariel-a","3","ShowVisual","Assets/Image/Monster/ariel/SkillEffect/ChatGPT Image 2026년 5월 22일 오전 12_15_03-Photoroom 1.png","Assets/Image/Monster/ariel/SkillEffect/ChatGPT Image 2026년 5월 22일 오전 12_15_03-Photoroom 1.controller","1.4438237","0","3.07","3.16","","","","","","",""
"ariel","Trigger","a-master1-last-shot-explosion","ariel-a","4","SetDuration","1","","","","","","","","","","","",""
"sein","Trigger","a-master2-hit-explosion","sein-a","1","ApplyDamage","Fire","","","1","","","","EventAppliedDamage","0.5","Fire","","",""
"sein","Trigger","a-master2-hit-explosion","sein-a","2","SelectTargets","Enemy","EventTarget","Circle","EffectTarget","","","true","","","","","",""
"sein","Trigger","a-master2-hit-explosion","sein-a","3","ShowVisual","Assets/Image/Monster/Sein/SkillEffect/Sprite/1.png","Assets/Image/Monster/Sein/SkillEffect/Sprite/1.controller","1","0","1.7675297","1.5542119","","","","","","",""
"sein","Trigger","a-master2-hit-explosion","sein-a","4","SetDuration","1","","","","","","","","","","","",""
