"node_id","param_key","value_type","value"
"ariel-c-blessing-action-trait3-effect-visual","skill_effect_prefab_path","asset_path","Assets/Prefab/Skill/Ariel/Ariel_C-Buff.prefab"
"ariel-c-blessing-action-trait3-effect-lifetime","duration_seconds","float","6"
"ariel-c-blessing-action-trait3-status-action-speed-bonus","bonus","float","0.12"
"ariel-c-blessing-action-trait2-apply-status","status_id","status_id","blessing"
"ariel-c-blessing-action-trait2-effect-target","target_side","enum","AllAllies"
"ariel-c-blessing-action-trait2-effect-target","target_selection","enum","Owner"
"ariel-c-blessing-action-trait2-effect-target","target_shape","enum","Battlefield"
"ariel-c-blessing-action-trait2-effect-target","visual_anchor_mode","enum","AppliedTargets"
"ariel-c-blessing-action-trait2-effect-lifetime","duration_seconds","float","4"
"ariel-c-blessing-action-trait2-status-action-speed-bonus","bonus","float","0.06"
"ariel-c-blessing-action-trait2-trait3-apply-status","status_id","status_id","blessing"
"ariel-c-blessing-action-trait2-trait3-effect-target","target_side","enum","AllAllies"
"ariel-c-blessing-action-trait2-trait3-effect-target","target_selection","enum","Owner"
"ariel-c-blessing-action-trait2-trait3-effect-target","target_shape","enum","Battlefield"
"ariel-c-blessing-action-trait2-trait3-effect-target","visual_anchor_mode","enum","AppliedTargets"
"ariel-c-blessing-action-trait2-trait3-effect-lifetime","duration_seconds","float","6"
"ariel-c-blessing-action-trait2-trait3-status-action-speed-bonus","bonus","float","0.06"
"ariel-c-blessing-action-h-trait3-apply-status","status_id","status_id","blessing"
"ariel-c-blessing-action-h-trait3-effect-target","target_side","enum","AllAllies"
"ariel-c-blessing-action-h-trait3-effect-target","target_selection","enum","Owner"
"ariel-c-blessing-action-h-trait3-effect-target","target_shape","enum","Battlefield"
"ariel-c-blessing-action-h-trait3-effect-target","visual_anchor_mode","enum","AppliedTargets"
"ariel-c-blessing-action-h-trait3-effect-visual","skill_effect_prefab_path","asset_path","Assets/Prefab/Skill/Ariel/Ariel_C-Buff.prefab"
"ariel-c-blessing-action-h-trait3-effect-lifetime","duration_seconds","float","6"
"ariel-c-blessing-action-h-trait3-status-action-speed-bonus","bonus","float","0.12"
"ariel-c-shielded-holy-trait5-apply-status","status_id","status_id","blessing"
"ariel-c-shielded-holy-trait5-effect-target","target_side","enum","AllAllies"
"ariel-c-shielded-holy-trait5-effect-target","target_selection","enum","Owner"
"ariel-c-shielded-holy-trait5-effect-target","target_shape","enum","Battlefield"
"ariel-c-shielded-holy-trait5-effect-target","visual_anchor_mode","enum","AppliedTargets"
"ariel-c-shielded-holy-trait5-condition-status","status_id","status_id","shield"
"ariel-c-shielded-holy-trait5-condition-status","target_side","enum","AllAllies"
"ariel-c-shielded-holy-trait5-condition-status","min_stacks","int","1"
"ariel-c-shielded-holy-trait5-effect-lifetime","duration_seconds","float","4"
"ariel-c-shielded-holy-trait5-status-damage-bonus-rate","bonus","float","0.1"
"ariel-c-shielded-holy-trait5-status-damage-bonus-rate","attribute","enum","Holy"
"ariel-c-blessing-action-trait3-h-trait3-apply-status","status_id","status_id","blessing"
"ariel-c-blessing-action-trait3-h-trait3-effect-target","target_side","enum","AllAllies"
"ariel-c-blessing-action-trait3-h-trait3-effect-target","target_selection","enum","Owner"
"ariel-c-blessing-action-trait3-h-trait3-effect-target","target_shape","enum","Battlefield"
"ariel-c-blessing-action-trait3-h-trait3-effect-target","visual_anchor_mode","enum","AppliedTargets"
"ariel-c-blessing-action-trait3-h-trait3-effect-visual","skill_effect_prefab_path","asset_path","Assets/Prefab/Skill/Ariel/Ariel_C-Buff.prefab"
"ariel-c-blessing-action-trait3-h-trait3-effect-lifetime","duration_seconds","float","8"
"ariel-c-blessing-action-trait3-h-trait3-status-action-speed-bonus","bonus","float","0.12"
"ariel-c-shielded-holy-trait5-trait3-apply-status","status_id","status_id","blessing"
"ariel-c-shielded-holy-trait5-trait3-effect-target","target_side","enum","AllAllies"
"ariel-c-shielded-holy-trait5-trait3-effect-target","target_selection","enum","Owner"
"ariel-c-shielded-holy-trait5-trait3-effect-target","target_shape","enum","Battlefield"
"ariel-c-shielded-holy-trait5-trait3-effect-target","visual_anchor_mode","enum","AppliedTargets"
"ariel-c-shielded-holy-trait5-trait3-condition-status","status_id","status_id","shield"
"ariel-c-shielded-holy-trait5-trait3-condition-status","target_side","enum","AllAllies"
"ariel-c-shielded-holy-trait5-trait3-condition-status","min_stacks","int","1"
"ariel-c-shielded-holy-trait5-trait3-effect-lifetime","duration_seconds","float","6"
"ariel-c-shielded-holy-trait5-trait3-status-damage-bonus-rate","bonus","float","0.1"
"ariel-c-shielded-holy-trait5-trait3-status-damage-bonus-rate","attribute","enum","Holy"
"ariel-c-blessing-action-trait2-h-trait3-apply-status","status_id","status_id","blessing"
"ariel-c-blessing-action-trait2-h-trait3-effect-target","target_side","enum","AllAllies"
"ariel-c-blessing-action-trait2-h-trait3-effect-target","target_selection","enum","Owner"
"ariel-c-blessing-action-trait2-h-trait3-effect-target","target_shape","enum","Battlefield"
"ariel-c-blessing-action-trait2-h-trait3-effect-target","visual_anchor_mode","enum","AppliedTargets"
"ariel-c-blessing-action-trait2-h-trait3-effect-lifetime","duration_seconds","float","6"
"ariel-c-blessing-action-trait2-h-trait3-status-action-speed-bonus","bonus","float","0.06"
"ariel-c-blessing-action-trait2-trait3-h-trait3-apply-status","status_id","status_id","blessing"
"ariel-c-blessing-action-trait2-trait3-h-trait3-effect-target","target_side","enum","AllAllies"
"ariel-c-blessing-action-trait2-trait3-h-trait3-effect-target","target_selection","enum","Owner"
"ariel-c-blessing-action-trait2-trait3-h-trait3-effect-target","target_shape","enum","Battlefield"
"ariel-c-blessing-action-trait2-trait3-h-trait3-effect-target","visual_anchor_mode","enum","AppliedTargets"
"ariel-c-blessing-action-trait2-trait3-h-trait3-effect-lifetime","duration_seconds","float","8"
"ariel-c-blessing-action-trait2-trait3-h-trait3-status-action-speed-bonus","bonus","float","0.06"
"ariel-c-master1-spell-apply-status","status_id","status_id","blessing"
"ariel-c-master1-spell-effect-target","target_side","enum","AllAllies"
"ariel-c-master1-spell-effect-target","target_selection","enum","Owner"
"ariel-c-master1-spell-effect-target","target_shape","enum","Battlefield"
"ariel-c-master1-spell-effect-target","visual_anchor_mode","enum","AppliedTargets"
"ariel-c-master1-spell-effect-visual","skill_effect_prefab_path","asset_path","Assets/Prefab/Skill/Ariel/Ariel_C-Buff.prefab"
"ariel-c-master1-spell-effect-lifetime","duration_seconds","float","4"
"ariel-c-master1-spell-status-spell-power-bonus","bonus","float","0.18"
"ariel-c-master1-spell-trait3-apply-status","status_id","status_id","blessing"
"ariel-c-master1-spell-trait3-effect-target","target_side","enum","AllAllies"
"ariel-c-master1-spell-trait3-effect-target","target_selection","enum","Owner"
"ariel-c-master1-spell-trait3-effect-target","target_shape","enum","Battlefield"
"ariel-c-master1-spell-trait3-effect-target","visual_anchor_mode","enum","AppliedTargets"
"ariel-c-master1-spell-trait3-effect-visual","skill_effect_prefab_path","asset_path","Assets/Prefab/Skill/Ariel/Ariel_C-Buff.prefab"
"ariel-c-master1-spell-trait3-effect-lifetime","duration_seconds","float","6"
"ariel-c-master1-spell-trait3-status-spell-power-bonus","bonus","float","0.18"
"ariel-c-master2-second-wave-effect-damage","attribute","enum","Holy"
"ariel-c-master2-second-wave-effect-damage","base_damage","float","28"
"ariel-c-master2-second-wave-effect-damage","spell_power_coefficient","float","1.2"
"ariel-c-master2-second-wave-effect-damage","damage_multiplier","float","0.6"
"ariel-c-master2-second-wave-effect-damage","radius","float","3"
"ariel-c-master2-second-wave-effect-target","target_shape","enum","Circle"
"ariel-c-master2-second-wave-effect-target","effect_timing","enum","Delayed"
"ariel-c-master2-second-wave-effect-target","delay_seconds","float","1"
"ariel-c-master2-second-wave-effect-visual","skill_effect_prefab_path","asset_path","Assets/Prefab/Skill/Ariel/Ariel_C.prefab"
"ariel-e-shield-base-apply-shield","base_damage","float","50"
"ariel-e-shield-base-apply-shield","spell_power_coefficient","float","1.6"
"ariel-e-shield-base-effect-target","target_side","enum","AllAllies"
"ariel-e-shield-base-effect-target","target_selection","enum","Owner"
"ariel-e-shield-base-effect-target","target_shape","enum","Battlefield"
"ariel-e-shield-base-effect-target","visual_anchor_mode","enum","AppliedTargets"
"ariel-e-shield-base-effect-visual","skill_effect_prefab_path","asset_path","Assets/Prefab/Skill/Ariel/Ariel_B.prefab"
"ariel-e-shield-base-effect-lifetime","duration_seconds","float","6"
"ariel-e-shield-trait2-apply-shield","base_damage","float","50"
"ariel-e-shield-trait2-apply-shield","spell_power_coefficient","float","1.6"
"ariel-e-shield-trait2-apply-shield","damage_multiplier","float","1.3"
"ariel-e-shield-trait2-effect-target","target_side","enum","AllAllies"
"ariel-e-shield-trait2-effect-target","target_selection","enum","Owner"
"ariel-e-shield-trait2-effect-target","target_shape","enum","Battlefield"
"ariel-e-shield-trait2-effect-target","visual_anchor_mode","enum","AppliedTargets"
"ariel-e-shield-trait2-effect-visual","skill_effect_prefab_path","asset_path","Assets/Prefab/Skill/Ariel/Ariel_B.prefab"
"ariel-e-shield-trait2-effect-lifetime","duration_seconds","float","6"
"ariel-e-shield-master2-apply-shield","base_damage","float","50"
"ariel-e-shield-master2-apply-shield","spell_power_coefficient","float","1.6"
"ariel-e-shield-master2-apply-shield","damage_multiplier","float","0.7"
"ariel-e-shield-master2-effect-target","target_side","enum","AllAllies"
"ariel-e-shield-master2-effect-target","target_selection","enum","Owner"
"ariel-e-shield-master2-effect-target","target_shape","enum","Battlefield"
"ariel-e-shield-master2-effect-target","visual_anchor_mode","enum","AppliedTargets"
"ariel-e-shield-master2-effect-visual","skill_effect_prefab_path","asset_path","Assets/Prefab/Skill/Ariel/Ariel_B.prefab"
"ariel-e-shield-master2-effect-lifetime","duration_seconds","float","6"
"ariel-e-shield-trait2-master2-apply-shield","base_damage","float","50"
"ariel-e-shield-trait2-master2-apply-shield","spell_power_coefficient","float","1.6"
"ariel-e-shield-trait2-master2-apply-shield","damage_multiplier","float","0.91"
"ariel-e-shield-trait2-master2-effect-target","target_side","enum","AllAllies"
"ariel-e-shield-trait2-master2-effect-target","target_selection","enum","Owner"
"ariel-e-shield-trait2-master2-effect-target","target_shape","enum","Battlefield"
"ariel-e-shield-trait2-master2-effect-target","visual_anchor_mode","enum","AppliedTargets"
"ariel-e-shield-trait2-master2-effect-visual","skill_effect_prefab_path","asset_path","Assets/Prefab/Skill/Ariel/Ariel_B.prefab"
"ariel-e-shield-trait2-master2-effect-lifetime","duration_seconds","float","6"
"ariel-e-holy-exposed-damage-trait4-effect-damage","attribute","enum","Holy"
"ariel-e-holy-exposed-damage-trait4-effect-damage","base_damage","float","58"
"ariel-e-holy-exposed-damage-trait4-effect-damage","spell_power_coefficient","float","2.4"
"ariel-e-holy-exposed-damage-trait4-effect-damage","damage_multiplier","float","0.5"
"ariel-e-holy-exposed-damage-trait4-effect-target","target_shape","enum","Battlefield"
"ariel-e-holy-exposed-damage-trait4-condition-status","status_id","status_id","holy-exposure"
"ariel-e-holy-exposed-damage-trait4-condition-status","target_side","enum","Enemy"
"ariel-e-holy-exposed-damage-trait4-condition-status","min_stacks","int","1"
"ariel-e-master1-sanctuary-effect-target","target_side","enum","AllAllies"
"ariel-e-master1-sanctuary-effect-target","target_selection","enum","Owner"
"ariel-e-master1-sanctuary-effect-target","target_shape","enum","Battlefield"
"ariel-e-master1-sanctuary-effect-target","visual_anchor_mode","enum","AppliedTargets"
"ariel-e-master1-sanctuary-effect-lifetime","duration_seconds","float","5"
"ariel-e-master1-sanctuary-status-damage-taken-bonus","bonus","float","-0.18"
"ariel-e-trait5-extend-shield-duration-extend-status-duration","status_id","status_id","shield"
"ariel-e-trait5-extend-shield-duration-effect-target","target_side","enum","AllAllies"
"ariel-e-trait5-extend-shield-duration-effect-target","target_selection","enum","Owner"
"ariel-e-trait5-extend-shield-duration-effect-target","target_shape","enum","Battlefield"
"ariel-e-trait5-extend-shield-duration-effect-target","visual_anchor_mode","enum","AppliedTargets"
"ariel-e-trait5-extend-shield-duration-effect-lifetime","duration_seconds","float","3"
