"monster_id","owner_kind","owner_id","graph_kind","graph_index","target_skill_id","node_order","node_type_id","arg_1","arg_2","arg_3","arg_4","arg_5","arg_6","arg_7","arg_8","arg_9","arg_10","arg_11","arg_12","excludes_active_choice_id"
"ariel","Choice","ariel-i-trait-3","Effect","0","ariel-i","3","ConditionStatus","holy-exposure","Enemy","","1","","","","","","","","",""
"ariel","Choice","ariel-i-trait-3","Effect","0","ariel-i","4","EffectLifetime","0.5","","","","","","","","","","","",""
"ariel","Choice","ariel-i-trait-3","Effect","0","ariel-i","5","StatusFlatElementResistReduction","8","Holy","","","","","","","","","","",""
"ariel","Choice","ariel-j-trait-1","Plan","0","ariel-j","1","StatusActionSpeedBonus","0.07","","","","","","","","","","","",""
"ariel","Choice","ariel-j-trait-2","Plan","0","","1","StatusDamageBonusRate","0.10","","","","","","","","","","","",""
"ariel","Choice","ariel-j-trait-3","Plan","0","","1","CooldownMultiplier","0.85","","","","","","","","","","","",""
"ariel","Skill","ariel-f","Effect","0","ariel-f","1","StatusModifier","","","","","","","","","","","","",""
"ariel","Skill","ariel-f","Effect","0","ariel-f","2","EffectTarget","AllAllies","","","","","","","","","","","",""
"ariel","Skill","ariel-f","Effect","0","ariel-f","3","EffectLifetime","0.5","","","","","","","","","","","",""
"ariel","Skill","ariel-f","Effect","0","ariel-f","4","StatusDamageBonusRate","0.12","Holy","","","","","","","","","","",""
"ariel","Skill","ariel-g","Effect","0","ariel-g","1","StatusModifier","","","","","","","","","","","","",""
"ariel","Skill","ariel-g","Effect","0","ariel-g","2","EffectTarget","AllAllies","","","","","","","","","","","",""
"ariel","Skill","ariel-g","Effect","0","ariel-g","3","EffectLifetime","0.5","","","","","","","","","","","",""
"ariel","Skill","ariel-g","Effect","0","ariel-g","4","StatusShieldReceivedBonus","0.18","","","","","","","","","","","",""
"ariel","Skill","ariel-g","Effect","1","ariel-g","1","ApplyShield","25","0.8","","","","","","","","","","",""
"ariel","Skill","ariel-g","Effect","1","ariel-g","2","EffectTarget","AllAllies","","","","","","","true","","","","",""
"ariel","Skill","ariel-g","Effect","1","ariel-g","3","EffectLifetime","9999","","","","","","","","","","","",""
"ariel","Skill","ariel-h","Effect","0","ariel-h","1","StatusModifier","","","","","","","","","","","","",""
"ariel","Skill","ariel-h","Effect","0","ariel-h","2","EffectTarget","AllAllies","","","","","","","","","","","",""
"ariel","Skill","ariel-h","Effect","0","ariel-h","3","ConditionStatus","blessing","AllAllies","","1","","","","","","","","",""
"ariel","Skill","ariel-h","Effect","0","ariel-h","4","EffectLifetime","0.5","","","","","","","","","","","",""
"ariel","Skill","ariel-h","Effect","0","ariel-h","5","StatusActionSpeedBonus","0.10","","","","","","","","","","","",""
"ariel","Skill","ariel-h","Effect","0","ariel-h","6","StatusDamageBonusRate","0.15","Holy","","","","","","","","","","",""
"ariel","Skill","ariel-i","Effect","0","ariel-i","1","StatusModifier","","","","","","","","","","","","",""
"ariel","Skill","ariel-i","Effect","0","ariel-i","2","EffectTarget","Enemy","","","","","","","","","","","",""
"ariel","Skill","ariel-i","Effect","0","ariel-i","3","ConditionStatus","holy-exposure","Enemy","","1","","","","","","","","",""
"ariel","Skill","ariel-i","Effect","0","ariel-i","4","EffectLifetime","0.5","","","","","","","","","","","",""
"ariel","Skill","ariel-i","Effect","0","ariel-i","5","StatusDamageTakenBonus","0.10","","","","","","","","","","","",""
"ariel","Skill","ariel-j","Effect","0","ariel-j","1","StatusModifier","","","","","","","","","","","","",""
"ariel","Skill","ariel-j","Effect","0","ariel-j","2","EffectTarget","AllAllies","","","","","","","","","","","",""
"ariel","Skill","ariel-j","Effect","0","ariel-j","3","ConditionStatus","shield","AllAllies","ariel-e@effect1","1","","","","","","","","",""
"ariel","Skill","ariel-j","Effect","0","ariel-j","4","EffectLifetime","0.5","","","","","","","","","","","",""
"ariel","Skill","ariel-j","Effect","0","ariel-j","5","StatusDamageBonusRate","0.20","Holy","","","","","","","","","","",""
"ariel","Trigger","ariel-j-after-e-action-speed-trigger","Effect","0","ariel-j","1","StatusModifier","","","","","","","","","","","","",""
"ariel","Trigger","ariel-j-after-e-action-speed-trigger","Effect","0","ariel-j","2","EffectTarget","AllAllies","","","","","","","","","","","",""
"ariel","Trigger","ariel-j-after-e-action-speed-trigger","Effect","0","ariel-j","3","EffectLifetime","5","","","","","","","","","","","",""
"ariel","Trigger","ariel-j-after-e-action-speed-trigger","Effect","0","ariel-j","4","StatusActionSpeedBonus","0.15","","","","","","","","","","","",""
"eve","Skill","eve-f","Effect","0","eve-f","1","ApplyShield","0","1.2","","","","","","","","","","",""
"eve","Skill","eve-f","Effect","0","eve-f","2","EffectTarget","AllAllies","Owner","Battlefield","Caster","AppliedTargets","OnCast","","true","","","","",""
"eve","Skill","eve-f","Effect","0","eve-f","3","ConditionSkillAttribute","Lightning","","","","","","","","","","","",""
"eve","Skill","eve-f","Effect","0","eve-f","4","EffectLifetime","12","","","","","","","","","","","",""
"eve","Skill","eve-f","Effect","1","eve-f","1","StatusModifier","","","","","","","","","","","","",""
"eve","Skill","eve-f","Effect","1","eve-f","2","EffectTarget","Enemy","Nearest","Battlefield","Caster","Center","OnCast","","","","","","",""
"eve","Skill","eve-f","Effect","1","eve-f","3","ConditionStatus","shock","Enemy","","1","","","","","","","","",""
"eve","Skill","eve-f","Effect","1","eve-f","4","EffectLifetime","0.5","","","","","","","","","","","",""
"eve","Skill","eve-f","Effect","1","eve-f","5","StatusDamageTakenBonus","0.10","","","","","","","","","","","",""
"eve","Choice","eve-f-trait-1","Plan","0","eve-f","1","ShieldAmountMultiplier","1.4","","","","","","","","","","","",""
"eve","Choice","eve-f-trait-2","Effect","0","eve-f","1","StatusModifier","","","","","","","","","","","","",""
"eve","Choice","eve-f-trait-2","Effect","0","eve-f","2","EffectTarget","Enemy","Nearest","Battlefield","Caster","Center","OnCast","","","","","","",""
"eve","Choice","eve-f-trait-2","Effect","0","eve-f","3","ConditionStatus","shock","Enemy","","1","","","","","","","","",""
"eve","Choice","eve-f-trait-2","Effect","0","eve-f","4","EffectLifetime","0.5","","","","","","","","","","","",""
"eve","Choice","eve-f-trait-2","Effect","0","eve-f","5","StatusDamageTakenBonus","0.06","","","","","","","","","","","",""
"eve","Choice","eve-f-trait-3","Effect","0","eve-f","1","StatusModifier","","","","","","","","","","","","",""
"eve","Choice","eve-f-trait-3","Effect","0","eve-f","2","EffectTarget","AllAllies","Owner","Battlefield","Caster","AppliedTargets","OnCast","","","","","","",""
"eve","Choice","eve-f-trait-3","Effect","0","eve-f","3","ConditionStatus","shield","AllAllies","","1","","","","","","","","",""
"eve","Choice","eve-f-trait-3","Effect","0","eve-f","4","EffectLifetime","0.5","","","","","","","","","","","",""
"eve","Choice","eve-f-trait-3","Effect","0","eve-f","5","StatusActionSpeedBonus","0.12","","","","","","","","","","","",""
"eve","Skill","eve-g","Effect","0","eve-g","1","StatusModifier","","","","","","","","","","","","",""
"eve","Skill","eve-g","Effect","0","eve-g","2","EffectTarget","AllAllies","Owner","Battlefield","Caster","AppliedTargets","OnCast","","","","","","",""
"eve","Skill","eve-g","Effect","0","eve-g","3","EffectLifetime","0.5","","","","","","","","","","","",""
"eve","Skill","eve-g","Effect","0","eve-g","4","StatusDamageBonusRate","0.08","Lightning","","","","","","","","","","",""
"eve","Skill","eve-g","Effect","1","eve-g","1","StatusModifier","","","","","","","","","","","","",""
"eve","Skill","eve-g","Effect","1","eve-g","2","EffectTarget","AllAllies","Owner","Battlefield","Caster","AppliedTargets","OnCast","","","","","","",""
"eve","Skill","eve-g","Effect","1","eve-g","3","EffectLifetime","0.5","","","","","","","","","","","",""
"eve","Skill","eve-g","Effect","1","eve-g","4","StatusDamageBonusRate","0.08","Ice","","","","","","","","","","",""
"eve","Choice","eve-g-trait-1","Plan","0","eve-g","1","TriggerProcChanceBonus","eve-g-auto-prism-ray","0.03","","","","","","","","","","",""
"eve","Choice","eve-g-trait-2","Effect","0","eve-g","1","StatusModifier","","","","","","","","","","","","",""
"eve","Choice","eve-g-trait-2","Effect","0","eve-g","2","EffectTarget","AllAllies","Owner","Battlefield","Caster","AppliedTargets","OnCast","","","","","","",""
"eve","Choice","eve-g-trait-2","Effect","0","eve-g","3","EffectLifetime","0.5","","","","","","","","","","","",""
"eve","Choice","eve-g-trait-2","Effect","0","eve-g","4","StatusDamageBonusRate","0.05","Lightning","","","","","","","","","","",""
"eve","Choice","eve-g-trait-2","Effect","1","eve-g","1","StatusModifier","","","","","","","","","","","","",""
"eve","Choice","eve-g-trait-2","Effect","1","eve-g","2","EffectTarget","AllAllies","Owner","Battlefield","Caster","AppliedTargets","OnCast","","","","","","",""
"eve","Choice","eve-g-trait-2","Effect","1","eve-g","3","EffectLifetime","0.5","","","","","","","","","","","",""
"eve","Choice","eve-g-trait-2","Effect","1","eve-g","4","StatusDamageBonusRate","0.05","Ice","","","","","","","","","","",""
"eve","Choice","eve-g-trait-3","Plan","0","eve-b","1","ConditionalDamageMultiplier","shield","1","4.0","","","","","","","","","",""
"eve","Skill","eve-h","Effect","0","eve-h","1","StatusModifier","","","","","","","","","","","","",""
"eve","Skill","eve-h","Effect","0","eve-h","2","EffectTarget","Enemy","Nearest","Battlefield","Caster","Center","OnCast","","","","","","",""
"eve","Skill","eve-h","Effect","0","eve-h","3","ConditionAnyStatus","chill;freeze","Enemy","","1","","","","","","","","",""
"eve","Skill","eve-h","Effect","0","eve-h","4","EffectLifetime","0.5","","","","","","","","","","","",""
"eve","Skill","eve-h","Effect","0","eve-h","5","StatusDamageTakenBonus","0.14","","","","","","","","","","","",""
"eve","Skill","eve-h","Effect","1","eve-h","1","StatusModifier","","","","","","","","","","","","",""
"eve","Skill","eve-h","Effect","1","eve-h","2","EffectTarget","AllAllies","Owner","Battlefield","Caster","AppliedTargets","OnCast","","","","","","",""
"eve","Skill","eve-h","Effect","1","eve-h","3","EffectLifetime","0.5","","","","","","","","","","","",""
"eve","Skill","eve-h","Effect","1","eve-h","4","StatusConditionalStatusChanceBonus","chill;freeze","0.10","","","","","","","","","","",""
"eve","Choice","eve-h-trait-1","Effect","0","eve-h","1","StatusModifier","","","","","","","","","","","","",""
"eve","Choice","eve-h-trait-1","Effect","0","eve-h","2","EffectTarget","Enemy","Nearest","Battlefield","Caster","Center","OnCast","","","","","","",""
"eve","Choice","eve-h-trait-1","Effect","0","eve-h","3","ConditionAnyStatus","chill;freeze","Enemy","","1","","","","","","","","",""
"eve","Choice","eve-h-trait-1","Effect","0","eve-h","4","EffectLifetime","0.5","","","","","","","","","","","",""
"eve","Choice","eve-h-trait-1","Effect","0","eve-h","5","StatusDamageTakenBonus","0.06","","","","","","","","","","","",""
"eve","Choice","eve-h-trait-2","Plan","0","eve-h","1","StatusDurationBonus","freeze","1","","","","","","","","","","",""
"eve","Choice","eve-h-trait-3","Effect","0","eve-h","1","EffectDamage","Ice","16","1.0","1","","","","","","","","",""
"eve","Choice","eve-h-trait-3","Effect","0","eve-h","2","EffectTarget","Enemy","EventTarget","Single","EffectTarget","AppliedTargets","OnCast","","true","","","","",""
"eve","Skill","eve-i","Effect","0","eve-i","1","StatusModifier","","","","","","","","","","","","",""
"eve","Skill","eve-i","Effect","0","eve-i","2","EffectTarget","Enemy","Nearest","Battlefield","Caster","Center","OnCast","","","","","","",""
"eve","Skill","eve-i","Effect","0","eve-i","3","ConditionStatus","shock","Enemy","","1","","","","","","","","",""
"eve","Skill","eve-i","Effect","0","eve-i","4","EffectLifetime","0.5","","","","","","","","","","","",""
"eve","Skill","eve-i","Effect","0","eve-i","5","StatusElementDamageTakenBonus","0.18","Lightning","","","","","","","","","","",""
"eve","Skill","eve-i","Effect","1","eve-i","1","StatusModifier","","","","","","","","","","","","",""
"eve","Skill","eve-i","Effect","1","eve-i","2","EffectTarget","Enemy","Nearest","Battlefield","Caster","Center","OnCast","","","","","","",""
"eve","Skill","eve-i","Effect","1","eve-i","3","ConditionStatus","shock","Enemy","","5","","","","","","","","",""
"eve","Skill","eve-i","Effect","1","eve-i","4","EffectLifetime","0.5","","","","","","","","","","","",""
"eve","Skill","eve-i","Effect","1","eve-i","5","StatusFlatElementResistReduction","12","Lightning","","","","","","","","","","",""
"eve","Choice","eve-i-trait-1","Effect","0","eve-i","1","StatusModifier","","","","","","","","","","","","",""
"eve","Choice","eve-i-trait-1","Effect","0","eve-i","2","EffectTarget","Enemy","Nearest","Battlefield","Caster","Center","OnCast","","","","","","",""
"eve","Choice","eve-i-trait-1","Effect","0","eve-i","3","ConditionStatus","shock","Enemy","","1","","","","","","","","",""
"eve","Choice","eve-i-trait-1","Effect","0","eve-i","4","EffectLifetime","0.5","","","","","","","","","","","",""
"eve","Choice","eve-i-trait-1","Effect","0","eve-i","5","StatusElementDamageTakenBonus","0.08","Lightning","","","","","","","","","","",""
"eve","Choice","eve-i-trait-2","Effect","0","eve-i","1","StatusModifier","","","","","","","","","","","","",""
"eve","Choice","eve-i-trait-2","Effect","0","eve-i","2","EffectTarget","Enemy","Nearest","Battlefield","Caster","Center","OnCast","","","","","","",""
"eve","Choice","eve-i-trait-2","Effect","0","eve-i","3","ConditionStatus","shock","Enemy","","5","","","","","","","","",""
"eve","Choice","eve-i-trait-2","Effect","0","eve-i","4","EffectLifetime","0.5","","","","","","","","","","","",""
"eve","Choice","eve-i-trait-2","Effect","0","eve-i","5","StatusFlatElementResistReduction","6","Lightning","","","","","","","","","","",""
"eve","Choice","eve-i-trait-3","Plan","0","eve-d","1","RadiusMultiplier","1.25","","","","","","","","","","","",""
"eve","Skill","eve-j","Effect","0","eve-j","1","StatusModifier","","","","","","","","","","","","",""
"eve","Skill","eve-j","Effect","0","eve-j","2","EffectTarget","Enemy","Nearest","Battlefield","Caster","Center","OnCast","","","","","","",""
"eve","Skill","eve-j","Effect","0","eve-j","3","ConditionStatus","vulnerable","Enemy","","1","","","","","","","","",""
"eve","Skill","eve-j","Effect","0","eve-j","4","EffectLifetime","0.5","","","","","","","","","","","",""
"eve","Skill","eve-j","Effect","0","eve-j","5","StatusDamageTakenBonus","0.12","","","","","","","","","","","",""
"eve","Skill","eve-j","Effect","1","eve-j","1","StatusModifier","","","","","","","","","","","","",""
"eve","Skill","eve-j","Effect","1","eve-j","2","EffectTarget","Enemy","Nearest","Battlefield","Caster","Center","OnCast","","","","","","",""
"eve","Skill","eve-j","Effect","1","eve-j","3","ConditionStatus","vulnerable","Enemy","","1","","","","","","","","",""
"eve","Skill","eve-j","Effect","1","eve-j","4","EffectLifetime","0.5","","","","","","","","","","","",""
"eve","Skill","eve-j","Effect","1","eve-j","5","StatusFlatElementResistReduction","8","Physical","","","","","","","","","","",""
"eve","Skill","eve-j","Effect","2","eve-j","1","StatusModifier","","","","","","","","","","","","",""
"eve","Skill","eve-j","Effect","2","eve-j","2","EffectTarget","Enemy","Nearest","Battlefield","Caster","Center","OnCast","","","","","","",""
"eve","Skill","eve-j","Effect","2","eve-j","3","ConditionStatus","vulnerable","Enemy","","1","","","","","","","","",""
"eve","Skill","eve-j","Effect","2","eve-j","4","EffectLifetime","0.5","","","","","","","","","","","",""
"eve","Skill","eve-j","Effect","2","eve-j","5","StatusFlatElementResistReduction","8","Fire","","","","","","","","","","",""
"eve","Skill","eve-j","Effect","3","eve-j","1","StatusModifier","","","","","","","","","","","","",""
"eve","Skill","eve-j","Effect","3","eve-j","2","EffectTarget","Enemy","Nearest","Battlefield","Caster","Center","OnCast","","","","","","",""
"eve","Skill","eve-j","Effect","3","eve-j","3","ConditionStatus","vulnerable","Enemy","","1","","","","","","","","",""
"eve","Skill","eve-j","Effect","3","eve-j","4","EffectLifetime","0.5","","","","","","","","","","","",""
"eve","Skill","eve-j","Effect","3","eve-j","5","StatusFlatElementResistReduction","8","Lightning","","","","","","","","","","",""
"eve","Skill","eve-j","Effect","4","eve-j","1","StatusModifier","","","","","","","","","","","","",""
"eve","Skill","eve-j","Effect","4","eve-j","2","EffectTarget","Enemy","Nearest","Battlefield","Caster","Center","OnCast","","","","","","",""
"eve","Skill","eve-j","Effect","4","eve-j","3","ConditionStatus","vulnerable","Enemy","","1","","","","","","","","",""
"eve","Skill","eve-j","Effect","4","eve-j","4","EffectLifetime","0.5","","","","","","","","","","","",""
"eve","Skill","eve-j","Effect","4","eve-j","5","StatusFlatElementResistReduction","8","Ice","","","","","","","","","","",""
"eve","Skill","eve-j","Effect","5","eve-j","1","StatusModifier","","","","","","","","","","","","",""
"eve","Skill","eve-j","Effect","5","eve-j","2","EffectTarget","Enemy","Nearest","Battlefield","Caster","Center","OnCast","","","","","","",""
"eve","Skill","eve-j","Effect","5","eve-j","3","ConditionStatus","vulnerable","Enemy","","1","","","","","","","","",""
"eve","Skill","eve-j","Effect","5","eve-j","4","EffectLifetime","0.5","","","","","","","","","","","",""
"eve","Skill","eve-j","Effect","5","eve-j","5","StatusFlatElementResistReduction","8","Darkness","","","","","","","","","","",""
"eve","Skill","eve-j","Effect","6","eve-j","1","StatusModifier","","","","","","","","","","","","",""
"eve","Skill","eve-j","Effect","6","eve-j","2","EffectTarget","Enemy","Nearest","Battlefield","Caster","Center","OnCast","","","","","","",""
"eve","Skill","eve-j","Effect","6","eve-j","3","ConditionStatus","vulnerable","Enemy","","1","","","","","","","","",""
"eve","Skill","eve-j","Effect","6","eve-j","4","EffectLifetime","0.5","","","","","","","","","","","",""
"eve","Skill","eve-j","Effect","6","eve-j","5","StatusFlatElementResistReduction","8","Holy","","","","","","","","","","",""
"eve","Choice","eve-j-trait-1","Effect","0","eve-j","1","StatusModifier","","","","","","","","","","","","",""
"eve","Choice","eve-j-trait-1","Effect","0","eve-j","2","EffectTarget","Enemy","Nearest","Battlefield","Caster","Center","OnCast","","","","","","",""
"eve","Choice","eve-j-trait-1","Effect","0","eve-j","3","ConditionStatus","vulnerable","Enemy","","1","","","","","","","","",""
"eve","Choice","eve-j-trait-1","Effect","0","eve-j","4","EffectLifetime","0.5","","","","","","","","","","","",""
"eve","Choice","eve-j-trait-1","Effect","0","eve-j","5","StatusDamageTakenBonus","0.06","","","","","","","","","","","",""
"eve","Choice","eve-j-trait-2","Effect","0","eve-j","1","StatusModifier","","","","","","","","","","","","",""
"eve","Choice","eve-j-trait-2","Effect","0","eve-j","2","EffectTarget","Enemy","Nearest","Battlefield","Caster","Center","OnCast","","","","","","",""
"eve","Choice","eve-j-trait-2","Effect","0","eve-j","3","ConditionStatus","vulnerable","Enemy","","1","","","","","","","","",""
"eve","Choice","eve-j-trait-2","Effect","0","eve-j","4","EffectLifetime","0.5","","","","","","","","","","","",""
"eve","Choice","eve-j-trait-2","Effect","0","eve-j","5","StatusFlatElementResistReduction","4","Physical","","","","","","","","","","",""
"eve","Choice","eve-j-trait-2","Effect","1","eve-j","1","StatusModifier","","","","","","","","","","","","",""
"eve","Choice","eve-j-trait-2","Effect","1","eve-j","2","EffectTarget","Enemy","Nearest","Battlefield","Caster","Center","OnCast","","","","","","",""
"eve","Choice","eve-j-trait-2","Effect","1","eve-j","3","ConditionStatus","vulnerable","Enemy","","1","","","","","","","","",""
"eve","Choice","eve-j-trait-2","Effect","1","eve-j","4","EffectLifetime","0.5","","","","","","","","","","","",""
"eve","Choice","eve-j-trait-2","Effect","1","eve-j","5","StatusFlatElementResistReduction","4","Fire","","","","","","","","","","",""
"eve","Choice","eve-j-trait-2","Effect","2","eve-j","1","StatusModifier","","","","","","","","","","","","",""
"eve","Choice","eve-j-trait-2","Effect","2","eve-j","2","EffectTarget","Enemy","Nearest","Battlefield","Caster","Center","OnCast","","","","","","",""
"eve","Choice","eve-j-trait-2","Effect","2","eve-j","3","ConditionStatus","vulnerable","Enemy","","1","","","","","","","","",""
"eve","Choice","eve-j-trait-2","Effect","2","eve-j","4","EffectLifetime","0.5","","","","","","","","","","","",""
"eve","Choice","eve-j-trait-2","Effect","2","eve-j","5","StatusFlatElementResistReduction","4","Lightning","","","","","","","","","","",""
"eve","Choice","eve-j-trait-2","Effect","3","eve-j","1","StatusModifier","","","","","","","","","","","","",""
"eve","Choice","eve-j-trait-2","Effect","3","eve-j","2","EffectTarget","Enemy","Nearest","Battlefield","Caster","Center","OnCast","","","","","","",""
"eve","Choice","eve-j-trait-2","Effect","3","eve-j","3","ConditionStatus","vulnerable","Enemy","","1","","","","","","","","",""
"eve","Choice","eve-j-trait-2","Effect","3","eve-j","4","EffectLifetime","0.5","","","","","","","","","","","",""
"eve","Choice","eve-j-trait-2","Effect","3","eve-j","5","StatusFlatElementResistReduction","4","Ice","","","","","","","","","","",""
"eve","Choice","eve-j-trait-2","Effect","4","eve-j","1","StatusModifier","","","","","","","","","","","","",""
"eve","Choice","eve-j-trait-2","Effect","4","eve-j","2","EffectTarget","Enemy","Nearest","Battlefield","Caster","Center","OnCast","","","","","","",""
"eve","Choice","eve-j-trait-2","Effect","4","eve-j","3","ConditionStatus","vulnerable","Enemy","","1","","","","","","","","",""
"eve","Choice","eve-j-trait-2","Effect","4","eve-j","4","EffectLifetime","0.5","","","","","","","","","","","",""
"eve","Choice","eve-j-trait-2","Effect","4","eve-j","5","StatusFlatElementResistReduction","4","Darkness","","","","","","","","","","",""
"eve","Choice","eve-j-trait-2","Effect","5","eve-j","1","StatusModifier","","","","","","","","","","","","",""
"eve","Choice","eve-j-trait-2","Effect","5","eve-j","2","EffectTarget","Enemy","Nearest","Battlefield","Caster","Center","OnCast","","","","","","",""
"eve","Choice","eve-j-trait-2","Effect","5","eve-j","3","ConditionStatus","vulnerable","Enemy","","1","","","","","","","","",""
"eve","Choice","eve-j-trait-2","Effect","5","eve-j","4","EffectLifetime","0.5","","","","","","","","","","","",""
"eve","Choice","eve-j-trait-2","Effect","5","eve-j","5","StatusFlatElementResistReduction","4","Holy","","","","","","","","","","",""
"eve","Choice","eve-j-trait-3","Plan","0","eve-e","1","ConditionalDamageMultiplier","vulnerable","5","1.75","","","","","","","","","",""
"rin","Skill","rin-f","Effect","0","rin-f","1","StatusModifier","","","","","","","","","","","","",""
"rin","Skill","rin-f","Effect","0","rin-f","2","EffectTarget","AllAllies","Owner","Battlefield","Caster","Center","OnCast","","","","","","",""
"rin","Skill","rin-f","Effect","0","rin-f","3","EffectLifetime","0.5","","","","","","","","","","","",""
"rin","Skill","rin-f","Effect","0","rin-f","4","StatusDamageBonusRate","0.12","Physical","","","","","","","","","","",""
"rin","Choice","rin-f-trait-1","Effect","0","rin-f","1","StatusModifier","","","","","","","","","","","","",""
"rin","Choice","rin-f-trait-1","Effect","0","rin-f","2","EffectTarget","AllAllies","Owner","Battlefield","Caster","Center","OnCast","","","","","","",""
"rin","Choice","rin-f-trait-1","Effect","0","rin-f","3","EffectLifetime","0.5","","","","","","","","","","","",""
"rin","Choice","rin-f-trait-1","Effect","0","rin-f","4","StatusDamageBonusRate","0.06","Physical","","","","","","","","","","",""
"rin","Skill","rin-g","Effect","0","rin-g","1","StatusModifier","","","","","","","","","","","","",""
"rin","Skill","rin-g","Effect","0","rin-g","2","EffectTarget","AllAllies","Owner","Battlefield","Caster","Center","OnCast","","","","","","",""
"rin","Skill","rin-g","Effect","0","rin-g","3","ConditionStatus","action-speed-up","AllAllies","","1","","","","","","","","",""
"rin","Skill","rin-g","Effect","0","rin-g","4","EffectLifetime","0.5","","","","","","","","","","","",""
"rin","Skill","rin-g","Effect","0","rin-g","5","StatusAttackPowerBonus","0.14","","","","","","","","","","","",""
"rin","Skill","rin-g","Effect","0","rin-g","6","StatusActionSpeedBonus","0.08","","","","","","","","","","","",""
"rin","Choice","rin-g-trait-1","Effect","0","rin-g","1","StatusModifier","","","","","","","","","","","","",""
"rin","Choice","rin-g-trait-1","Effect","0","rin-g","2","EffectTarget","AllAllies","Owner","Battlefield","Caster","Center","OnCast","","","","","","",""
"rin","Choice","rin-g-trait-1","Effect","0","rin-g","3","ConditionStatus","action-speed-up","AllAllies","","1","","","","","","","","",""
"rin","Choice","rin-g-trait-1","Effect","0","rin-g","4","EffectLifetime","0.5","","","","","","","","","","","",""
"rin","Choice","rin-g-trait-1","Effect","0","rin-g","5","StatusAttackPowerBonus","0.08","","","","","","","","","","","",""
"rin","Choice","rin-g-trait-2","Effect","0","rin-g","1","StatusModifier","","","","","","","","","","","","",""
"rin","Choice","rin-g-trait-2","Effect","0","rin-g","2","EffectTarget","AllAllies","Owner","Battlefield","Caster","Center","OnCast","","","","","","",""
"rin","Choice","rin-g-trait-2","Effect","0","rin-g","3","ConditionStatus","action-speed-up","AllAllies","","1","","","","","","","","",""
"rin","Choice","rin-g-trait-2","Effect","0","rin-g","4","EffectLifetime","0.5","","","","","","","","","","","",""
"rin","Choice","rin-g-trait-2","Effect","0","rin-g","5","StatusCriticalChanceBonus","0.06","","","","","","","","","","","",""
"rin","Skill","rin-i","Effect","0","rin-i","1","StatusModifier","","","","","","","","","","","","",""
"rin","Skill","rin-i","Effect","0","rin-i","2","EffectTarget","Enemy","Owner","Battlefield","Caster","Center","OnCast","","","","","","",""
