"monster_name","owner_kind","owner_name","target_skill_name","node_order","node_type_name","arg_1","arg_2","arg_3","arg_4","arg_5","arg_6","arg_7","arg_8","arg_9","arg_10","arg_11","arg_12","excludes_active_choice_name"
"eve","Trigger","b-master-2-trigger-effect-2","eve-b","3","SetDuration","5","","","","","","","","","","","",""
"eve","Trigger","b-master-2-trigger-effect-2","eve-b","4","StatusFlatElementResistReduction","10","Ice","","","","","","","","","","",""
"rin","Trigger","c-master-2","rin-c","1","ApplyStatus","slow","","","","","","","","","","","",""
"rin","Trigger","c-master-2","rin-c","2","SelectTargets","Enemy","Nearest","Single","EffectTarget","AppliedTargets","","","","","","","",""
"rin","Trigger","c-master-2","rin-c","3","SetDuration","1.5","","","","","","","","","","","",""
"rin","Trigger","c-master-2","rin-c","4","StatusMoveSpeedBonus","-0.20","","","","","","","","","","","",""
"vega","Trigger","b-trait-5","vega-b","1","ApplyStatus","name-mark","","","","","","","","","","","",""
"vega","Trigger","b-trait-5","vega-b","2","SelectTargets","Enemy","EventTarget","Single","EffectTarget","Center","true","false","","","","","",""
"vega","Trigger","b-trait-5","vega-b","3","AttachStatusPayload","name-mark","1","이름표식","0","0","2","same_source_refresh","","","","","",""
"vega","Trigger","b-master1-second-slash","vega-b","1","ExecuteSkill","vega-b","0.45","","","","","","","","","","",""
"vega","Trigger","b-master1-second-slash","vega-b","2","SelectTargets","Enemy","EventTarget","Single","EffectTarget","Center","true","false","","","","","",""
"vega","Trigger","b-master1-second-slash","vega-b","3","AttachStatusPayload","silence","1","침묵","1","1","1","","","","","","",""
"sein","Trigger","e-trait-3","sein-e","1","ApplyStatus","fire-resist-down","","","","","","","","","","","",""
"sein","Trigger","e-trait-3","sein-e","2","SelectTargets","Enemy","EventTarget","Single","EffectTarget","Center","true","","","","","","",""
"sein","Trigger","e-trait-3","sein-e","3","SetDuration","5","","","","","","","","","","","",""
"sein","Trigger","e-trait-3","sein-e","4","StatusFlatElementResistReduction","8","Fire","","","","","","","","","","",""
"sein","Trigger","e-master-2","sein-e","1","ApplyDamage","Fire","12","0","1","3.2","0.55","0.5","","","","","",""
"sein","Trigger","e-master-2","sein-e","2","SelectTargets","Enemy","EventTarget","Circle","EffectTarget","Center","","","","","","","",""
"sein","Trigger","e-master-2","sein-e","3","SetDuration","3","","","","","","","","","","","",""
"sein","Trigger","e-master-2","sein-e","4","AttachStatusPayload","sein-d-heat-stack","1","초열 타격","1","99","1","","","","","","",""
"sein","Trigger","e-master-2","sein-e","5","ShowVisual","Assets/Image/Monster/Sein/SkillEffect/Sprite/C-1.png","Assets/Image/Monster/Sein/SkillEffect/Sprite/C-1.controller","1","0","3.2719479","1.7052673","","","","","","",""
